t,x,y
0.05,0.0,0.0
0.1,0.0,0.0
0.15,0.0248,-0.0022
0.2,0.0501,-0.0045
0.25,0.0754,-0.0065
0.3,0.1008,-0.0083
0.36,0.126,-0.0058
0.41,0.1512,-0.0032
0.46,0.1764,-0.0005
0.51,0.2014,0.0029
0.56,0.2245,0.0104
0.61,0.2469,0.0188
0.66,0.2663,0.0299
0.72,0.2847,0.0417
0.77,0.2999,0.0549
0.82,0.315,0.0684
0.87,0.3308,0.082
0.92,0.3466,0.0958
0.98,0.3628,0.1097
1.03,0.3784,0.1239
1.08,0.3925,0.1387
1.13,0.4068,0.1537
1.18,0.422,0.1687
1.24,0.4376,0.1839
1.29,0.454,0.1991
1.34,0.4707,0.2142
1.39,0.4882,0.2293
1.44,0.506,0.2443
1.49,0.5245,0.2592
1.54,0.5434,0.2739
1.59,0.5627,0.2885
1.64,0.5828,0.3025
1.69,0.6035,0.3161
1.74,0.6243,0.3296
1.8,0.6452,0.3431
1.85,0.6662,0.3566
1.9,0.6871,0.3702
1.95,0.7082,0.3836
2.0,0.7293,0.3971
2.05,0.7505,0.4106
2.1,0.7717,0.424
2.16,0.793,0.4374
2.21,0.8143,0.4509
2.26,0.8356,0.4643
2.32,0.857,0.4777
2.37,0.8784,0.4911
2.42,0.8998,0.5045
2.47,0.9213,0.5178
2.52,0.9428,0.5312
2.57,0.9643,0.5445
2.62,0.9858,0.5579
2.68,1.0074,0.5712
2.73,1.029,0.5845
2.78,1.0506,0.5978
2.83,1.0721,0.6112
2.88,1.0936,0.6246
2.93,1.1151,0.6381
2.98,1.1366,0.6516
3.03,1.1581,0.6651
3.09,1.1796,0.6786
3.14,1.2011,0.6921
3.19,1.2227,0.7056
3.24,1.2442,0.7191
3.29,1.2657,0.7326
3.34,1.2873,0.7461
3.4,1.3088,0.7595
3.45,1.3304,0.773
3.5,1.352,0.7865
3.55,1.3736,0.8
3.6,1.3952,0.8134
3.65,1.4167,0.8269
3.71,1.4384,0.8404
3.76,1.4604,0.853
3.81,1.4833,0.8642
3.86,1.5066,0.874
3.91,1.5304,0.8818
3.96,1.5479,0.8843
4.01,1.5582,0.8806
4.07,1.5638,0.878
4.12,1.5647,0.8766
4.17,1.5653,0.8753
4.22,1.5657,0.8739
4.27,1.5661,0.8726
