t,x,y
0.03,0.0,0.0
0.08,0.0,0.0
0.13,0.0087,-0.0008
0.19,0.0213,-0.002
0.24,0.0339,-0.0032
0.29,0.0466,-0.0043
0.34,0.0592,-0.0037
0.39,0.0718,-0.0023
0.44,0.0844,-0.001
0.49,0.097,0.0004
0.54,0.1096,0.002
0.6,0.1221,0.0036
0.65,0.1347,0.0053
0.7,0.1472,0.007
0.75,0.1585,0.011
0.8,0.1697,0.0154
0.86,0.181,0.0197
0.91,0.1923,0.0241
0.96,0.2011,0.0303
1.01,0.2097,0.0366
1.06,0.2187,0.043
1.12,0.2275,0.0495
1.17,0.2339,0.0565
1.22,0.2401,0.0637
1.27,0.2468,0.0711
1.32,0.2534,0.0785
1.37,0.2604,0.0861
1.43,0.2673,0.0938
1.48,0.2746,0.1016
1.53,0.2818,0.1095
1.58,0.2893,0.1174
1.63,0.2968,0.1255
1.69,0.3046,0.1336
1.74,0.3126,0.1418
1.79,0.321,0.1504
1.84,0.3297,0.1592
1.89,0.339,0.1683
1.94,0.3487,0.1777
1.99,0.359,0.1874
2.05,0.3698,0.1973
2.1,0.3812,0.2075
2.15,0.3933,0.218
2.2,0.406,0.2287
2.25,0.4196,0.2397
2.3,0.4341,0.251
2.36,0.4496,0.2625
2.41,0.466,0.2743
2.46,0.483,0.2861
2.51,0.5004,0.2977
2.56,0.5181,0.3092
2.61,0.5359,0.3206
2.67,0.5543,0.3314
2.72,0.5731,0.342
2.77,0.5918,0.3526
2.82,0.6105,0.3632
2.88,0.6293,0.3738
2.93,0.648,0.3845
2.98,0.6667,0.3951
3.03,0.6854,0.4058
3.08,0.7041,0.4165
3.14,0.7228,0.4272
3.19,0.7414,0.4379
3.24,0.7601,0.4486
3.29,0.7788,0.4593
3.34,0.7974,0.47
3.4,0.8161,0.4808
3.45,0.8348,0.4915
3.5,0.8534,0.5023
3.55,0.8721,0.513
3.6,0.8907,0.5238
3.65,0.9093,0.5346
3.71,0.928,0.5454
3.76,0.9466,0.5561
3.81,0.9652,0.5669
3.86,0.9838,0.5777
3.92,1.0025,0.5885
3.97,1.0211,0.5994
4.02,1.0397,0.6102
4.07,1.0583,0.6211
4.12,1.0766,0.6323
4.18,1.095,0.6435
4.23,1.1133,0.6548
4.28,1.1317,0.666
4.33,1.15,0.6772
4.38,1.1684,0.6885
