t,x,y
0.01,0.0,0.0
0.06,0.0,0.0
0.11,0.0059,-0.0005
0.17,0.0312,-0.0028
0.22,0.0565,-0.0051
0.27,0.0819,-0.0071
0.32,0.1072,-0.0076
0.37,0.1324,-0.0052
0.43,0.1577,-0.0026
0.48,0.1829,0.0001
0.53,0.2073,0.0048
0.58,0.2304,0.0123
0.63,0.252,0.0214
0.69,0.2715,0.0325
0.74,0.289,0.0447
0.79,0.3042,0.058
0.84,0.3198,0.0714
0.89,0.3356,0.085
0.95,0.3498,0.0991
1.0,0.3626,0.1135
1.05,0.3777,0.1279
1.1,0.3944,0.1422
1.15,0.4101,0.157
1.21,0.425,0.1721
1.26,0.4406,0.1874
1.31,0.4565,0.2027
1.36,0.4731,0.218
1.42,0.49,0.2334
1.47,0.5077,0.2486
1.52,0.5255,0.2638
1.57,0.5441,0.2788
1.62,0.5627,0.2938
1.67,0.5821,0.3085
1.73,0.6014,0.3233
1.78,0.6214,0.3376
1.83,0.6414,0.3521
1.88,0.6619,0.3661
1.93,0.6823,0.3803
1.98,0.7032,0.3941
2.04,0.724,0.408
2.09,0.745,0.4218
2.14,0.7659,0.4357
2.2,0.7871,0.4493
2.25,0.8082,0.4629
2.3,0.8296,0.4763
2.35,0.851,0.4898
2.4,0.8726,0.5031
2.46,0.8941,0.5164
2.51,0.9158,0.5295
2.56,0.9374,0.5427
2.61,0.9592,0.5558
2.66,0.981,0.5689
2.71,1.0029,0.5818
2.77,1.0248,0.5947
2.82,1.0468,0.6074
2.87,1.0687,0.6203
2.92,1.0906,0.6333
2.97,1.1056,0.6423
3.03,1.1082,0.6439
3.08,1.1108,0.6455
3.13,1.1135,0.647
3.18,1.1161,0.6486
3.23,1.1187,0.6502
3.29,1.1213,0.6518
3.34,1.1239,0.6533
3.39,1.1266,0.6549
3.45,1.1292,0.6565
3.5,1.1318,0.658
3.55,1.1344,0.6596
3.6,1.137,0.6612
3.66,1.1397,0.6627
3.71,1.1423,0.6643
3.76,1.1449,0.6659
3.81,1.1475,0.6674
3.87,1.1502,0.669
3.92,1.1528,0.6706
3.97,1.1554,0.6721
4.02,1.1581,0.6737
4.08,1.1607,0.6752
4.13,1.1633,0.6768
4.18,1.166,0.6784
4.23,1.1686,0.6799
4.29,1.1712,0.6815
4.34,1.1739,0.683
4.39,1.1765,0.6846
4.44,1.1791,0.6861
4.49,1.1818,0.6877
4.55,1.1844,0.6892
4.6,1.187,0.6908
4.65,1.1897,0.6923
4.71,1.1923,0.6939
4.76,1.195,0.6954
4.81,1.1976,0.697
4.87,1.2003,0.6985
4.92,1.2029,0.7
4.97,1.2055,0.7016
5.02,1.2082,0.7031
5.07,1.2108,0.7047
5.13,1.2135,0.7062
5.18,1.2161,0.7077
5.23,1.2188,0.7091
5.28,1.2216,0.7097
5.34,1.2245,0.7103
5.39,1.2273,0.7109
5.44,1.2302,0.7115
5.49,1.233,0.7121
5.54,1.2359,0.7128
5.6,1.2388,0.7134
5.65,1.2416,0.714
5.7,1.2445,0.7146
5.75,1.2474,0.7152
5.81,1.2502,0.7158
5.86,1.2531,0.7163
5.91,1.256,0.7169
5.96,1.2589,0.7175
6.02,1.2618,0.718
6.07,1.2647,0.7186
6.12,1.2676,0.7191
6.18,1.2704,0.7197
6.23,1.2733,0.7202
6.28,1.2762,0.7208
6.34,1.2792,0.7213
6.39,1.2821,0.7219
6.44,1.285,0.7224
6.49,1.2879,0.723
6.54,1.2908,0.7235
6.6,1.2937,0.7241
6.65,1.2966,0.7246
6.7,1.2996,0.7251
6.76,1.3025,0.7256
6.81,1.3054,0.7262
6.86,1.3083,0.7267
6.91,1.3113,0.7272
6.97,1.3142,0.7277
7.02,1.3171,0.7282
7.07,1.3201,0.7287
7.13,1.323,0.7292
7.18,1.3259,0.7296
7.23,1.3289,0.7301
7.28,1.3318,0.7305
7.34,1.3348,0.731
7.39,1.3377,0.7314
7.44,1.3407,0.7318
7.49,1.3436,0.7322
7.55,1.3466,0.7326
7.6,1.3495,0.733
7.65,1.3525,0.7334
7.71,1.3554,0.7338
7.76,1.3584,0.7342
7.81,1.3613,0.7345
7.86,1.3643,0.7349
7.92,1.3672,0.7352
7.97,1.3702,0.7355
8.02,1.3732,0.7359
8.07,1.3761,0.7362
8.13,1.3791,0.7365
8.18,1.382,0.7368
8.23,1.3927,0.7377
8.28,1.4175,0.7397
8.34,1.4423,0.7414
8.39,1.4671,0.7428
8.44,1.4916,0.743
8.49,1.5157,0.7416
8.55,1.5391,0.7388
8.6,1.5617,0.7343
8.66,1.5832,0.7285
8.71,1.6037,0.7214
8.76,1.6233,0.7154
8.81,1.6422,0.7104
8.87,1.6579,0.704
8.92,1.6713,0.6966
8.97,1.6851,0.6887
9.02,1.6991,0.6804
9.08,1.7124,0.6713
9.13,1.7251,0.6616
9.18,1.7363,0.653
9.24,1.7466,0.6449
9.29,1.7567,0.6363
9.34,1.7667,0.6274
9.39,1.7776,0.6176
9.45,1.7886,0.6073
9.5,1.7979,0.599
9.55,1.8066,0.5912
9.6,1.8171,0.5829
9.66,1.8278,0.5744
9.71,1.8361,0.5681
9.76,1.8441,0.562
9.81,1.8545,0.5561
9.87,1.865,0.5501
9.92,1.8745,0.5427
9.97,1.8839,0.5351
10.03,1.8934,0.527
10.08,1.9028,0.5187
10.13,1.9133,0.5097
10.18,1.9238,0.5005
10.23,1.9359,0.4911
10.29,1.9481,0.4816
10.34,1.9622,0.4717
10.39,1.9768,0.4613
10.45,1.9946,0.4486
10.5,2.0131,0.4359
10.55,2.034,0.4235
10.6,2.0554,0.4115
10.65,2.0785,0.4009
10.7,2.1005,0.3912
10.76,2.1195,0.3839
10.81,2.1391,0.3761
10.86,2.1598,0.3673
10.91,2.1812,0.3583
10.97,2.2039,0.3492
11.02,2.2273,0.3406
11.07,2.2515,0.3327
11.12,2.2639,0.3271
11.18,2.2618,0.3242
11.23,2.2596,0.3213
11.28,2.2574,0.3184
11.34,2.2551,0.3156
11.39,2.2528,0.3128
11.44,2.2505,0.31
11.5,2.2481,0.3073
11.55,2.2456,0.3046
11.6,2.2431,0.302
11.65,2.2407,0.2995
11.71,2.2383,0.2972
11.76,2.236,0.2949
11.81,2.2336,0.2928
11.86,2.2444,0.294
11.92,2.2605,0.2968
11.97,2.2719,0.2823
12.02,2.2813,0.2617
12.08,2.2935,0.261
12.13,2.3062,0.2655
12.18,2.3204,0.2698
12.23,2.3348,0.2745
12.28,2.3515,0.2785
12.34,2.3683,0.2828
12.39,2.3871,0.2862
12.44,2.406,0.2898
12.49,2.4262,0.2928
12.55,2.4463,0.2961
12.6,2.4671,0.2991
12.65,2.4878,0.3025
12.71,2.5093,0.3054
12.76,2.5308,0.3085
12.81,2.5532,0.3107
12.86,2.5757,0.3132
12.92,2.5987,0.3151
12.97,2.6217,0.3171
13.02,2.6452,0.3187
13.08,2.6686,0.3205
13.13,2.692,0.3228
13.18,2.7151,0.3256
13.23,2.7379,0.3293
13.29,2.7603,0.3336
13.34,2.7822,0.3388
13.39,2.8038,0.3446
13.44,2.8248,0.3512
13.5,2.8455,0.3583
13.55,2.8656,0.3661
13.6,2.8853,0.3744
13.66,2.9045,0.3833
13.71,2.9234,0.3926
13.76,2.9417,0.4025
13.81,2.9596,0.4128
13.87,2.977,0.4235
13.92,2.994,0.4347
13.97,3.0106,0.4463
14.02,3.0266,0.4582
14.08,3.0423,0.4706
14.13,3.0575,0.4833
14.18,3.0722,0.4963
14.23,3.0867,0.5097
14.28,3.1009,0.5233
14.34,3.1148,0.5372
14.39,3.1286,0.5515
14.44,3.1422,0.5659
14.5,3.1556,0.5807
14.55,3.169,0.5957
14.6,3.1822,0.611
14.65,3.1959,0.6265
14.71,3.2097,0.6422
14.76,3.2244,0.658
14.81,3.239,0.674
14.86,3.2548,0.69
14.92,3.2705,0.7061
14.97,3.2868,0.7222
15.02,3.3031,0.7384
15.07,3.3197,0.7547
15.13,3.3363,0.7712
15.18,3.3527,0.7878
15.23,3.369,0.8046
15.28,3.385,0.8216
15.34,3.4007,0.8388
15.39,3.4161,0.8563
15.44,3.4313,0.874
15.5,3.446,0.8919
15.55,3.4617,0.9089
15.6,3.4851,0.9189
15.65,3.5084,0.929
15.71,3.5312,0.9403
15.76,3.5539,0.9519
15.81,3.5757,0.9651
15.86,3.5971,0.9787
15.92,3.6178,0.9932
15.97,3.6381,1.0082
16.02,3.6577,1.0238
16.07,3.6771,1.0396
16.13,3.6959,1.056
16.18,3.7145,1.0725
16.23,3.7326,1.0894
