t,x,y
0.01,0.0,0.0
0.06,0.0,0.0
0.11,0.0055,-0.0005
0.16,0.0307,-0.0028
0.22,0.056,-0.005
0.27,0.0814,-0.007
0.32,0.1067,-0.0092
0.37,0.132,-0.0115
0.43,0.1489,-0.011
0.48,0.1505,-0.0053
0.53,0.1612,-0.0005
0.58,0.1864,0.0026
0.64,0.2109,0.0077
0.69,0.2342,0.0153
0.74,0.2559,0.0247
0.79,0.2758,0.0361
0.85,0.2935,0.0486
0.9,0.3092,0.0622
0.95,0.3251,0.0759
1.0,0.3413,0.0898
1.06,0.3559,0.1042
1.11,0.3692,0.1191
1.16,0.3832,0.1341
1.21,0.3974,0.1493
1.27,0.4139,0.1641
1.32,0.4314,0.1789
1.37,0.4482,0.1941
1.42,0.4645,0.2096
1.48,0.4815,0.2249
1.53,0.4988,0.2404
1.58,0.5168,0.2556
1.63,0.5349,0.2709
1.69,0.5538,0.2859
1.74,0.5727,0.3009
1.79,0.5923,0.3156
1.85,0.6119,0.3304
1.9,0.6321,0.3447
1.95,0.6523,0.3591
2.0,0.6729,0.3731
2.06,0.6935,0.3872
2.11,0.7145,0.401
2.16,0.7354,0.4149
2.22,0.7565,0.4286
2.27,0.7775,0.4425
2.32,0.7988,0.4561
2.37,0.82,0.4697
2.43,0.8415,0.4831
2.48,0.863,0.4965
2.53,0.8846,0.5098
2.58,0.9062,0.5231
2.64,0.9279,0.5362
2.69,0.9495,0.5494
2.74,0.9713,0.5625
2.8,0.9931,0.5756
2.85,1.0151,0.5885
2.9,1.037,0.6013
2.95,1.059,0.6141
3.01,1.081,0.6269
3.06,1.1029,0.6399
3.11,1.118,0.6489
3.17,1.1206,0.6504
3.22,1.1232,0.652
3.27,1.1259,0.6535
3.33,1.1285,0.6551
3.38,1.1311,0.6567
3.43,1.1337,0.6583
3.49,1.1363,0.6598
3.54,1.139,0.6614
3.59,1.1416,0.663
3.65,1.1442,0.6645
3.7,1.1468,0.6661
3.75,1.1495,0.6677
3.8,1.1521,0.6692
3.85,1.1547,0.6708
3.91,1.1573,0.6723
3.96,1.16,0.6739
4.01,1.1626,0.6755
4.06,1.1652,0.677
4.12,1.1679,0.6786
4.17,1.1705,0.6802
4.22,1.1731,0.6817
4.27,1.1758,0.6833
4.32,1.1784,0.6848
4.38,1.181,0.6864
4.43,1.1837,0.6879
4.48,1.1863,0.6895
4.54,1.1889,0.691
4.59,1.1916,0.6926
4.65,1.1942,0.6941
4.7,1.1969,0.6956
4.75,1.1995,0.6972
4.8,1.2022,0.6987
4.86,1.2048,0.7003
4.91,1.2074,0.7018
4.96,1.2101,0.7034
5.01,1.2127,0.7049
5.06,1.2154,0.7064
5.12,1.218,0.708
5.17,1.2207,0.7095
5.22,1.2233,0.711
5.27,1.226,0.7124
5.33,1.2288,0.7129
5.38,1.2317,0.7135
5.43,1.2345,0.714
5.48,1.2373,0.7145
5.54,1.2402,0.715
5.59,1.243,0.7155
5.64,1.2459,0.716
5.7,1.2487,0.7165
5.75,1.2516,0.717
5.8,1.2544,0.7175
5.85,1.2573,0.718
5.91,1.2602,0.7185
5.96,1.263,0.7189
6.01,1.2659,0.7194
6.06,1.2688,0.7199
6.12,1.2717,0.7203
6.17,1.2746,0.7208
6.22,1.2774,0.7213
6.28,1.2803,0.7218
6.33,1.2832,0.7222
6.38,1.2861,0.7227
6.43,1.289,0.7232
6.49,1.292,0.7236
6.54,1.2949,0.7241
6.59,1.2978,0.7245
6.64,1.3007,0.725
6.7,1.3036,0.7254
6.75,1.3065,0.7258
6.8,1.3094,0.7263
6.85,1.3124,0.7267
6.91,1.3153,0.7271
6.96,1.3182,0.7275
7.01,1.3211,0.7279
7.06,1.3241,0.7283
7.11,1.327,0.7286
7.17,1.3299,0.729
7.22,1.3329,0.7294
7.27,1.3358,0.7297
7.32,1.3388,0.7301
7.38,1.3417,0.7304
7.43,1.3446,0.7308
7.48,1.3476,0.7312
7.53,1.3506,0.7315
7.58,1.3535,0.7318
7.64,1.3564,0.7321
7.69,1.3594,0.7324
7.74,1.3623,0.7327
7.8,1.3653,0.733
7.85,1.3682,0.7332
7.9,1.3712,0.7335
7.95,1.3742,0.7337
8.0,1.3771,0.734
8.06,1.3801,0.7342
8.11,1.383,0.7344
8.16,1.386,0.7346
8.21,1.3889,0.7348
8.27,1.3919,0.735
8.32,1.3949,0.7352
8.37,1.406,0.736
8.42,1.4309,0.7377
8.48,1.4557,0.7387
8.53,1.4804,0.7389
8.58,1.5048,0.738
8.64,1.5287,0.7357
8.69,1.552,0.7322
8.74,1.5746,0.7273
8.8,1.596,0.7211
8.85,1.6162,0.7134
8.9,1.6358,0.7082
8.95,1.655,0.7051
9.01,1.6717,0.7009
9.06,1.6867,0.6959
9.11,1.6981,0.6896
9.16,1.7074,0.6826
9.22,1.7178,0.6733
9.27,1.7286,0.6627
9.32,1.7387,0.6533
9.38,1.7483,0.6443
9.43,1.7587,0.6346
9.48,1.7693,0.6246
9.53,1.781,0.614
9.59,1.7929,0.6031
9.64,1.803,0.5941
9.69,1.8125,0.5852
9.75,1.8245,0.576
9.8,1.8368,0.5666
9.85,1.8462,0.5592
9.9,1.8553,0.552
9.96,1.8665,0.5445
10.01,1.8776,0.537
10.06,1.8886,0.5287
10.11,1.8995,0.5203
10.17,1.9107,0.5111
10.22,1.922,0.5018
10.27,1.9346,0.4915
10.32,1.9473,0.481
10.38,1.9619,0.4704
10.43,1.9769,0.4594
10.48,1.9951,0.447
10.53,2.0137,0.4345
10.59,2.0349,0.4225
10.64,2.0565,0.4107
10.69,2.0797,0.4003
10.75,2.1017,0.3907
10.8,2.1209,0.3834
10.85,2.1404,0.3756
10.9,2.1612,0.3667
10.96,2.1826,0.3577
11.01,2.2055,0.3486
11.06,2.2288,0.34
11.12,2.2531,0.3322
11.17,2.266,0.3265
11.22,2.2639,0.3236
11.27,2.2617,0.3207
11.33,2.2595,0.3178
11.38,2.2572,0.315
11.43,2.2549,0.3122
11.49,2.2525,0.3095
11.54,2.2501,0.3067
11.59,2.2477,0.3041
11.65,2.2452,0.3014
11.7,2.2428,0.299
11.75,2.2403,0.2966
11.8,2.238,0.2944
11.86,2.2357,0.2923
11.91,2.2334,0.2903
11.96,2.2312,0.2884
12.01,2.2411,0.2899
12.07,2.2556,0.293
12.12,2.2667,0.2773
12.18,2.2766,0.2562
12.23,2.2875,0.2558
12.28,2.2986,0.2601
12.33,2.3112,0.2644
12.38,2.3239,0.269
12.44,2.3389,0.2732
12.49,2.3541,0.2777
12.54,2.3716,0.2814
12.59,2.3891,0.2854
12.65,2.4086,0.2884
12.7,2.4279,0.2919
12.75,2.4475,0.2955
12.8,2.467,0.2994
12.86,2.488,0.3023
12.91,2.5091,0.3055
12.96,2.5309,0.3081
13.01,2.5528,0.3108
13.06,2.5756,0.3127
13.12,2.5983,0.3148
13.17,2.6215,0.3164
13.22,2.6447,0.3182
13.27,2.6681,0.3201
13.33,2.6913,0.3224
13.38,2.7142,0.3255
13.43,2.737,0.329
13.49,2.7592,0.3335
13.54,2.7811,0.3386
13.59,2.8025,0.3444
13.64,2.8236,0.3509
13.7,2.8441,0.358
13.75,2.8643,0.3657
13.8,2.8839,0.374
13.86,2.9032,0.3827
13.91,2.9219,0.3921
13.96,2.9403,0.4018
14.01,2.9581,0.4121
14.06,2.9756,0.4228
14.12,2.9925,0.4339
14.17,3.0091,0.4454
14.22,3.0252,0.4573
14.27,3.0408,0.4695
14.33,3.056,0.4822
14.38,3.0708,0.4951
14.43,3.0851,0.5084
14.48,3.0993,0.522
14.54,3.1133,0.5359
14.59,3.127,0.55
14.64,3.1405,0.5645
14.69,3.1541,0.5792
14.75,3.1674,0.5941
14.8,3.1807,0.6094
14.85,3.1936,0.6249
14.9,3.2079,0.6404
14.96,3.2224,0.6563
15.01,3.2377,0.6721
15.06,3.253,0.6881
15.12,3.269,0.7041
15.17,3.2849,0.7203
15.22,3.3015,0.7364
15.28,3.318,0.7527
15.33,3.3345,0.7691
15.38,3.3508,0.7858
15.43,3.3671,0.8025
15.49,3.3832,0.8195
15.54,3.3989,0.8367
15.59,3.4155,0.853
15.64,3.4394,0.8617
15.7,3.4632,0.8704
15.75,3.4866,0.8806
15.8,3.5098,0.8911
15.85,3.532,0.9035
15.91,3.554,0.9162
15.96,3.5749,0.9302
16.01,3.5956,0.9445
16.06,3.6154,0.9597
16.11,3.635,0.9751
16.17,3.6539,0.9911
16.22,3.6725,1.0074
16.27,3.6907,1.024
16.32,3.7086,1.0408
