t,x,y
0.04,0.0,0.0
0.09,0.0,0.0
0.15,0.0223,-0.002
0.2,0.0476,-0.0043
0.25,0.0501,-0.0011
0.3,0.0506,0.0024
0.35,0.0749,0.0008
0.4,0.1001,-0.0012
0.46,0.1254,-0.0029
0.51,0.1507,-0.0044
0.56,0.176,-0.0015
0.61,0.201,0.0019
0.66,0.2244,0.0094
0.71,0.2473,0.0175
0.76,0.2672,0.0288
0.82,0.2862,0.0406
0.87,0.3018,0.0541
0.92,0.3173,0.0678
0.97,0.3335,0.0816
1.03,0.3496,0.0956
1.08,0.3662,0.1097
1.13,0.3821,0.1241
1.18,0.3966,0.1392
1.23,0.4113,0.1543
1.29,0.4268,0.1696
1.34,0.4426,0.1849
1.39,0.4592,0.2002
1.44,0.4762,0.2155
1.49,0.4938,0.2307
1.55,0.5119,0.2458
1.6,0.5305,0.2607
1.65,0.5495,0.2755
1.7,0.569,0.2901
1.76,0.5891,0.3042
1.81,0.6098,0.3179
1.86,0.6306,0.3315
1.91,0.6515,0.3452
1.96,0.6725,0.3587
2.01,0.6935,0.3723
2.07,0.7146,0.3859
2.12,0.7358,0.3995
2.17,0.7569,0.413
2.22,0.7782,0.4265
2.27,0.7994,0.44
2.33,0.8207,0.4535
2.38,0.8421,0.467
2.43,0.8634,0.4804
2.48,0.8849,0.4938
2.54,0.9063,0.5073
2.59,0.9278,0.5207
2.64,0.9493,0.5341
2.69,0.9708,0.5474
2.75,0.9923,0.5608
2.8,1.0139,0.5742
2.85,1.0354,0.5876
2.9,1.057,0.6009
2.95,1.0786,0.6143
3.01,1.1002,0.6277
3.06,1.1217,0.6411
3.11,1.1433,0.6546
3.16,1.1647,0.6681
3.22,1.1863,0.6816
3.27,1.2078,0.6951
3.32,1.2293,0.7086
3.37,1.2509,0.7222
3.42,1.2724,0.7356
3.47,1.294,0.7491
3.53,1.3156,0.7626
3.58,1.3371,0.7761
3.63,1.3587,0.7896
3.68,1.3803,0.8031
3.73,1.4019,0.8166
3.79,1.4235,0.8301
3.84,1.4451,0.8435
3.89,1.4671,0.8563
3.94,1.49,0.8674
3.99,1.5132,0.8774
4.04,1.537,0.8854
4.09,1.5536,0.8892
4.15,1.5599,0.8871
4.2,1.5634,0.8853
