t,x,y
0.01,0.0,0.0
0.07,0.0,0.0
0.12,0.0084,-0.0007
0.17,0.0337,-0.003
0.22,0.059,-0.0051
0.27,0.0844,-0.007
0.33,0.1097,-0.0071
0.38,0.135,-0.0046
0.43,0.1602,-0.0019
0.48,0.1853,0.001
0.53,0.2095,0.0062
0.59,0.2326,0.0137
0.64,0.2538,0.0232
0.69,0.2733,0.0344
0.74,0.2905,0.0468
0.79,0.3058,0.06
0.84,0.3214,0.0734
0.89,0.3373,0.0871
0.94,0.3515,0.1012
1.0,0.3646,0.1157
1.05,0.3803,0.1299
1.1,0.3971,0.1442
1.15,0.4131,0.159
1.2,0.4285,0.174
1.26,0.4449,0.189
1.31,0.4615,0.2042
1.36,0.479,0.2191
1.41,0.4966,0.2341
1.47,0.5151,0.2488
1.52,0.5337,0.2636
1.57,0.5531,0.278
1.62,0.5725,0.2925
1.67,0.5931,0.3061
1.72,0.6138,0.3197
1.78,0.6347,0.3332
1.83,0.6555,0.3468
1.88,0.6764,0.3604
1.93,0.6972,0.3741
1.98,0.7181,0.3877
2.04,0.7391,0.4014
2.09,0.7602,0.4149
2.14,0.7812,0.4286
2.19,0.8024,0.4421
2.24,0.8236,0.4557
2.29,0.8448,0.4692
2.34,0.8661,0.4827
2.4,0.8874,0.4962
2.45,0.9088,0.5097
2.5,0.9302,0.5231
2.55,0.9516,0.5365
2.6,0.9731,0.5499
2.66,0.9946,0.5633
2.71,1.0161,0.5767
2.76,1.0376,0.5901
2.81,1.0592,0.6034
2.87,1.0807,0.6169
2.92,1.1022,0.6303
2.97,1.1237,0.6438
3.02,1.1453,0.6573
3.07,1.1668,0.6707
3.13,1.1883,0.6842
3.18,1.2098,0.6977
3.23,1.2314,0.7111
3.28,1.253,0.7246
3.33,1.2745,0.7381
3.39,1.2961,0.7515
3.44,1.3177,0.765
3.49,1.3393,0.7784
3.54,1.3608,0.7919
3.59,1.3824,0.8054
3.64,1.404,0.8188
3.69,1.4257,0.8323
3.75,1.4473,0.8457
3.8,1.4699,0.8574
3.85,1.4928,0.8684
3.9,1.5165,0.8765
3.96,1.5404,0.8838
4.01,1.5501,0.8836
4.06,1.5562,0.8814
4.11,1.5587,0.8793
4.16,1.5606,0.8772
4.21,1.5628,0.8748
4.27,1.5649,0.8724
4.32,1.5656,0.871
4.37,1.5662,0.8698
4.42,1.5672,0.8678
4.47,1.5683,0.8658
4.52,1.5716,0.8622
4.57,1.5749,0.8586
4.63,1.5791,0.8544
4.68,1.5836,0.8502
4.73,1.5931,0.8461
4.78,1.6025,0.8418
4.83,1.6113,0.8367
4.88,1.6206,0.8316
4.94,1.6323,0.8266
4.99,1.6438,0.8211
5.04,1.6545,0.8145
5.09,1.6651,0.8075
5.14,1.6758,0.7995
5.19,1.686,0.7911
5.25,1.695,0.7823
5.3,1.7035,0.7731
5.35,1.7115,0.7633
5.41,1.7209,0.7529
5.46,1.7334,0.7415
5.51,1.7463,0.7297
5.56,1.7598,0.7175
5.62,1.7741,0.7047
5.67,1.7892,0.6911
5.72,1.8045,0.6791
5.77,1.8201,0.6688
5.82,1.8337,0.6598
5.88,1.8454,0.6521
5.93,1.8562,0.6432
5.98,1.8662,0.6333
6.03,1.8769,0.6227
6.08,1.888,0.6115
6.14,1.8973,0.6025
6.19,1.9055,0.5949
6.24,1.9144,0.5863
6.29,1.9237,0.5771
6.34,1.9341,0.5677
6.4,1.9448,0.558
6.45,1.9572,0.5479
6.5,1.97,0.5376
6.55,1.9847,0.5269
6.6,1.9999,0.516
6.66,2.0174,0.505
6.71,2.0354,0.4939
6.76,2.0561,0.4831
6.81,2.0771,0.4723
6.87,2.1004,0.4624
6.92,2.1239,0.4527
6.97,2.1415,0.4441
7.02,2.1587,0.4357
7.07,2.1769,0.4268
7.13,2.1952,0.4179
7.18,2.216,0.4093
7.23,2.2371,0.4007
7.28,2.2608,0.3935
7.33,2.2846,0.3865
7.39,2.3089,0.3816
7.44,2.3333,0.377
7.49,2.3575,0.3743
7.54,2.3817,0.3721
7.59,2.4056,0.3713
7.65,2.4294,0.371
7.7,2.4528,0.3719
7.75,2.4761,0.3731
7.8,2.4994,0.3746
7.85,2.5229,0.3762
7.9,2.5467,0.3773
7.96,2.5705,0.3784
8.01,2.5946,0.3794
8.06,2.6187,0.3805
8.11,2.6428,0.3816
8.16,2.6668,0.3832
8.22,2.6906,0.3857
