t,x,y
0.03,0.0,0.0
0.08,0.0,0.0
0.13,0.0139,-0.0012
0.18,0.0392,-0.0035
0.23,0.0644,-0.0027
0.28,0.0896,0.0002
0.34,0.1146,0.0034
0.39,0.1397,0.0069
0.44,0.1628,0.0139
0.49,0.1848,0.0229
0.54,0.2035,0.0342
0.59,0.2206,0.0468
0.64,0.2342,0.0601
0.7,0.2463,0.0738
0.75,0.2593,0.0879
0.8,0.2724,0.1023
0.85,0.2864,0.1168
0.91,0.3004,0.1316
0.96,0.3156,0.1465
1.01,0.3306,0.1616
1.06,0.3469,0.1766
1.11,0.3631,0.1918
1.16,0.3806,0.2067
1.22,0.398,0.2218
1.27,0.4159,0.2369
1.33,0.4337,0.2521
1.38,0.4527,0.2667
1.43,0.4717,0.2815
1.48,0.4916,0.2957
1.53,0.5116,0.3099
1.59,0.5323,0.3236
1.64,0.5531,0.3371
1.69,0.5751,0.3495
1.74,0.597,0.362
1.79,0.619,0.3744
1.85,0.641,0.3868
1.9,0.663,0.3992
1.95,0.685,0.4117
2.0,0.7071,0.4242
2.05,0.7291,0.4367
2.11,0.7511,0.4492
2.16,0.7731,0.4617
2.21,0.7951,0.4743
2.26,0.8171,0.4868
2.31,0.8392,0.4994
2.36,0.8612,0.512
2.42,0.8832,0.5246
2.47,0.9052,0.5372
2.52,0.9273,0.5498
2.57,0.9493,0.5625
2.62,0.9713,0.5751
2.67,0.9933,0.5878
2.73,1.0154,0.6005
2.78,1.0374,0.6131
2.83,1.0594,0.6258
2.88,1.0812,0.6388
2.93,1.1029,0.652
2.98,1.1245,0.6653
3.03,1.1462,0.6785
3.09,1.1678,0.6918
3.14,1.1894,0.7051
3.19,1.2111,0.7184
3.24,1.2328,0.7317
3.3,1.2544,0.745
3.35,1.2761,0.7583
3.4,1.2978,0.7715
3.45,1.3195,0.7848
3.5,1.3412,0.798
3.56,1.3629,0.8113
3.61,1.3847,0.8245
3.66,1.4064,0.8378
3.72,1.4282,0.851
3.77,1.4499,0.8642
3.82,1.4732,0.8743
3.87,1.4966,0.8843
3.92,1.5204,0.8927
3.98,1.5436,0.9004
4.03,1.5582,0.8992
4.08,1.5715,0.8978
4.13,1.5709,0.8959
4.18,1.5703,0.894
4.24,1.5694,0.8917
4.29,1.5684,0.8894
4.34,1.5678,0.8873
4.39,1.5672,0.8853
