t,x,y
0.03,0.0,0.0
0.08,0.0,0.0
0.13,0.0084,-0.0008
0.18,0.021,-0.002
0.23,0.0337,-0.0032
0.29,0.0463,-0.0043
0.34,0.0498,-0.0034
0.39,0.05,-0.0017
0.44,0.0597,-0.0001
0.49,0.0724,0.0014
0.54,0.085,0.001
0.59,0.0976,0.0001
0.64,0.1102,0.0013
0.7,0.1228,0.0029
0.75,0.1354,0.0045
0.8,0.148,0.0062
0.85,0.1595,0.0102
0.9,0.1709,0.0145
0.96,0.1823,0.0188
1.01,0.1937,0.0232
1.06,0.2027,0.0294
1.11,0.2116,0.0359
1.16,0.2208,0.0423
1.21,0.2297,0.0488
1.26,0.2363,0.0561
1.32,0.2428,0.0634
1.37,0.2497,0.0709
1.42,0.2565,0.0784
1.47,0.2636,0.0861
1.52,0.2707,0.0939
1.57,0.2781,0.1018
1.63,0.2855,0.1098
1.68,0.2932,0.1178
1.73,0.3009,0.1259
1.78,0.3088,0.134
1.83,0.3169,0.1423
1.88,0.3256,0.151
1.93,0.3345,0.1598
1.99,0.344,0.1691
2.04,0.3539,0.1785
2.09,0.3645,0.1883
2.14,0.3755,0.1983
2.19,0.3872,0.2086
2.24,0.3995,0.2192
2.3,0.4125,0.23
2.35,0.4264,0.2411
2.4,0.4412,0.2524
2.45,0.457,0.2641
2.5,0.4738,0.276
2.55,0.491,0.2878
2.6,0.5084,0.2995
2.66,0.5261,0.3109
2.71,0.544,0.3223
2.76,0.5624,0.3332
2.81,0.5811,0.3439
2.86,0.5998,0.3545
2.91,0.6185,0.3652
2.97,0.6372,0.3759
3.02,0.6558,0.3866
3.07,0.6745,0.3973
3.13,0.6932,0.408
3.18,0.7118,0.4188
3.23,0.7305,0.4295
3.28,0.7491,0.4403
3.34,0.7678,0.451
3.39,0.7864,0.4618
3.44,0.8051,0.4726
3.49,0.8237,0.4834
3.54,0.8423,0.4941
3.59,0.861,0.5049
3.65,0.8796,0.5158
3.7,0.8982,0.5266
3.75,0.9168,0.5374
3.8,0.9354,0.5482
3.85,0.954,0.559
3.9,0.9727,0.5699
3.95,0.9913,0.5807
4.01,1.0099,0.5915
4.06,1.0285,0.6024
4.11,1.0471,0.6132
4.16,1.0656,0.6241
4.21,1.084,0.6354
4.26,1.1023,0.6466
4.31,1.1207,0.6579
4.37,1.139,0.6691
