t,x,y
0.02,0.0,0.0
0.07,0.0,0.0
0.12,0.0109,-0.001
0.18,0.0362,-0.0033
0.23,0.0615,-0.0054
0.28,0.0869,-0.0074
0.33,0.1122,-0.007
0.38,0.1374,-0.0046
0.44,0.1626,-0.0019
0.49,0.1878,0.0009
0.54,0.2118,0.0065
0.59,0.235,0.0139
0.64,0.2559,0.0237
0.7,0.2755,0.0349
0.75,0.2922,0.0474
0.8,0.3076,0.0606
0.85,0.3234,0.074
0.91,0.3393,0.0877
0.96,0.3531,0.1018
1.01,0.366,0.1164
1.06,0.3822,0.1305
1.12,0.399,0.1449
1.17,0.4145,0.1597
1.22,0.4295,0.1749
1.27,0.4455,0.19
1.33,0.4616,0.2054
1.38,0.4786,0.2205
1.43,0.4956,0.2359
1.48,0.5136,0.2509
1.54,0.5315,0.2661
1.59,0.5498,0.2812
1.64,0.568,0.2966
1.69,0.587,0.3115
1.75,0.606,0.3265
1.8,0.6257,0.3411
1.85,0.6454,0.3558
1.9,0.6657,0.37
1.96,0.6859,0.3844
2.01,0.7066,0.3984
2.06,0.7273,0.4124
2.11,0.7484,0.4261
2.16,0.7694,0.4399
2.22,0.7907,0.4534
2.27,0.812,0.467
2.32,0.8334,0.4803
2.37,0.8549,0.4937
2.42,0.8765,0.5069
2.48,0.8981,0.5201
2.53,0.9199,0.5332
2.58,0.9416,0.5463
2.63,0.9634,0.5594
2.69,0.9852,0.5723
2.74,1.0071,0.5852
2.79,1.0291,0.598
2.85,1.0512,0.6107
2.9,1.0731,0.6236
2.95,1.095,0.6366
3.0,1.1063,0.6433
3.06,1.1089,0.6448
3.11,1.1115,0.6464
3.16,1.1141,0.648
3.21,1.1168,0.6495
3.26,1.1194,0.6511
3.32,1.122,0.6527
3.37,1.1246,0.6543
3.42,1.1272,0.6558
3.48,1.1299,0.6574
3.53,1.1325,0.659
3.58,1.1351,0.6605
3.63,1.1377,0.6621
3.69,1.1404,0.6637
3.74,1.143,0.6652
3.79,1.1456,0.6668
3.84,1.1482,0.6684
3.9,1.1509,0.6699
3.95,1.1535,0.6715
4.0,1.1561,0.673
4.05,1.1588,0.6746
4.11,1.1614,0.6762
4.16,1.164,0.6777
4.21,1.1666,0.6793
4.26,1.1693,0.6808
4.32,1.1719,0.6824
4.37,1.1745,0.6839
4.42,1.1772,0.6855
4.47,1.1798,0.687
4.53,1.1825,0.6886
4.58,1.1851,0.6901
4.63,1.1877,0.6917
4.68,1.1904,0.6932
4.74,1.193,0.6948
4.79,1.1957,0.6963
4.84,1.1983,0.6979
4.9,1.2009,0.6994
4.95,1.2036,0.701
5.0,1.2062,0.7025
5.05,1.2089,0.704
5.1,1.2115,0.7056
5.16,1.2142,0.7071
5.21,1.2168,0.7086
5.26,1.2195,0.7098
5.31,1.2224,0.7104
5.37,1.2252,0.711
5.42,1.2281,0.7117
5.47,1.2309,0.7123
5.53,1.2338,0.7129
5.58,1.2366,0.7135
5.63,1.2395,0.7141
5.68,1.2424,0.7146
5.73,1.2452,0.7152
5.79,1.2481,0.7158
5.84,1.251,0.7164
5.89,1.2539,0.717
5.95,1.2567,0.7175
6.0,1.2596,0.7181
6.05,1.2625,0.7187
6.1,1.2654,0.7192
6.16,1.2683,0.7198
6.21,1.2712,0.7203
6.26,1.2741,0.7208
6.32,1.277,0.7214
6.37,1.2799,0.722
6.43,1.2828,0.7225
6.48,1.2857,0.7231
6.53,1.2886,0.7236
6.58,1.2916,0.7242
6.64,1.2945,0.7247
6.69,1.2974,0.7252
6.74,1.3003,0.7257
6.79,1.3032,0.7263
6.85,1.3062,0.7268
6.9,1.3091,0.7273
6.95,1.312,0.7278
7.01,1.315,0.7282
7.06,1.3179,0.7287
7.11,1.3208,0.7292
7.16,1.3238,0.7297
7.22,1.3267,0.7302
7.27,1.3297,0.7307
7.32,1.3326,0.7311
7.37,1.3355,0.7315
7.42,1.3385,0.732
7.47,1.3414,0.7324
7.53,1.3444,0.7328
7.58,1.3473,0.7332
7.63,1.3503,0.7337
7.68,1.3532,0.734
7.73,1.3562,0.7344
7.79,1.3591,0.7348
7.84,1.3621,0.7351
7.89,1.3651,0.7355
7.94,1.368,0.7358
8.0,1.371,0.7361
8.05,1.3739,0.7364
8.1,1.3769,0.7368
8.15,1.3799,0.737
8.2,1.3828,0.7373
8.25,1.3973,0.7386
8.31,1.4222,0.7405
8.36,1.4469,0.742
8.41,1.4717,0.7431
8.47,1.4962,0.7431
8.52,1.5204,0.7421
8.57,1.5434,0.7386
8.62,1.5657,0.7337
8.67,1.5866,0.7272
8.73,1.6068,0.7198
8.78,1.6262,0.7116
8.83,1.6451,0.7029
8.89,1.6614,0.6956
8.94,1.6769,0.6884
8.99,1.69,0.6801
9.05,1.7025,0.6712
9.1,1.7174,0.662
9.15,1.7325,0.6525
9.2,1.7447,0.6442
9.26,1.7564,0.6359
9.31,1.7668,0.6269
9.36,1.7769,0.6176
9.41,1.7854,0.6105
9.47,1.7937,0.6033
9.52,1.803,0.5957
9.57,1.8121,0.588
9.63,1.8217,0.5796
9.68,1.8313,0.5709
9.73,1.8437,0.5622
9.78,1.8555,0.5535
9.84,1.8644,0.5473
9.89,1.8735,0.5408
9.94,1.8838,0.5335
9.99,1.8941,0.526
10.05,1.9044,0.5179
10.1,1.9148,0.5094
10.15,1.9261,0.5001
10.2,1.9377,0.4905
10.26,1.9506,0.4808
10.31,1.9641,0.4708
10.36,1.9791,0.4607
10.42,1.9957,0.4495
10.47,2.0149,0.4364
10.52,2.0352,0.4237
10.58,2.0573,0.4116
10.63,2.0778,0.4018
10.68,2.0963,0.3948
10.73,2.1154,0.3869
10.78,2.1351,0.3782
10.84,2.1557,0.3691
10.89,2.1772,0.3596
10.94,2.1854,0.3537
11.0,2.1836,0.3505
11.05,2.1818,0.3474
11.1,2.1799,0.3443
11.15,2.178,0.3413
11.2,2.1761,0.3382
11.25,2.1742,0.3351
11.31,2.1722,0.3321
11.36,2.1873,0.3304
11.41,2.2096,0.3296
11.46,2.2326,0.3274
11.52,2.2558,0.325
11.57,2.2794,0.3216
11.62,2.3031,0.3182
11.67,2.327,0.3142
11.72,2.351,0.3103
11.78,2.3748,0.3075
11.83,2.3987,0.305
11.88,2.4222,0.3038
11.94,2.4457,0.3031
11.99,2.4683,0.3043
12.04,2.4909,0.306
12.09,2.5139,0.3072
12.14,2.537,0.3087
12.2,2.56,0.3104
12.25,2.5831,0.3124
12.3,2.6064,0.3142
12.35,2.6297,0.3162
12.41,2.6532,0.318
12.46,2.6768,0.3201
12.51,2.7001,0.3228
12.56,2.7233,0.3259
12.61,2.746,0.3299
12.67,2.7686,0.3345
12.72,2.7904,0.34
12.77,2.8121,0.3461
12.82,2.8331,0.3529
12.87,2.8538,0.3603
12.93,2.8739,0.3684
12.98,2.8936,0.3769
13.03,2.9128,0.3861
13.08,2.9316,0.3957
13.13,2.9499,0.4058
13.19,2.9677,0.4164
13.24,2.9851,0.4274
13.29,3.002,0.4388
13.34,3.0185,0.4506
13.4,3.0345,0.4628
13.45,3.0501,0.4754
13.5,3.0651,0.4883
13.55,3.0798,0.5016
13.6,3.0942,0.5152
13.66,3.1084,0.529
13.71,3.1223,0.5431
13.76,3.136,0.5576
13.81,3.1496,0.5722
13.87,3.1631,0.5872
13.92,3.1763,0.6024
13.97,3.1893,0.6179
14.02,3.2035,0.6335
14.08,3.218,0.6492
14.13,3.2333,0.6651
14.18,3.2486,0.6811
14.23,3.2647,0.6971
14.28,3.2807,0.7132
14.34,3.2973,0.7293
14.39,3.3138,0.7456
14.44,3.3305,0.7619
14.49,3.3471,0.7784
14.55,3.3635,0.7951
14.6,3.3797,0.812
14.65,3.3956,0.8292
14.7,3.4112,0.8465
14.76,3.4265,0.8641
14.81,3.4416,0.8819
14.86,3.4562,0.8999
14.92,3.4706,0.9181
14.97,3.4846,0.9366
15.02,3.4982,0.9552
15.07,3.5115,0.974
15.13,3.5246,0.9931
15.18,3.5373,1.0123
15.23,3.5499,1.0316
15.28,3.5626,1.0511
15.34,3.5751,1.0707
15.39,3.5874,1.0905
15.44,3.5994,1.1104
15.49,3.6113,1.1305
15.54,3.6263,1.1485
15.6,3.6478,1.162
15.65,3.6692,1.1757
15.7,3.6905,1.1897
15.75,3.7115,1.2041
15.81,3.7321,1.2191
15.86,3.7525,1.2343
15.91,3.7727,1.2499
15.96,3.7927,1.2657
16.02,3.8124,1.2819
16.07,3.8319,1.2982
16.12,3.8513,1.3147
16.18,3.8705,1.3314
16.23,3.8896,1.3482
16.28,3.9085,1.3651
16.33,3.9274,1.3822
16.39,3.9461,1.3993
16.44,3.9648,1.4166
16.49,3.9833,1.4339
16.54,4.0018,1.4513
16.6,4.0203,1.4687
16.65,4.0386,1.4863
16.7,4.057,1.5038
16.75,4.0753,1.5214
16.81,4.0936,1.539
16.86,4.1118,1.5567
16.91,4.13,1.5744
16.97,4.1482,1.5922
17.02,4.1664,1.6099
17.07,4.1845,1.6277
17.13,4.2028,1.6454
17.18,4.2209,1.6632
17.23,4.2392,1.6809
17.28,4.2574,1.6987
17.33,4.2756,1.7164
17.39,4.2938,1.7342
17.44,4.3125,1.7515
17.49,4.3312,1.7688
17.54,4.3499,1.7861
17.6,4.3685,1.8035
17.65,4.3864,1.8216
17.7,4.4044,1.8396
17.76,4.4229,1.8571
17.81,4.4413,1.8747
17.86,4.4599,1.8922
17.92,4.4784,1.9097
17.97,4.4969,1.9272
18.02,4.5153,1.9448
18.07,4.5337,1.9624
18.13,4.5521,1.98
18.18,4.5705,1.9977
18.23,4.5889,2.0153
18.29,4.6073,2.033
18.34,4.6256,2.0507
18.39,4.6439,2.0684
18.44,4.6622,2.0861
18.49,4.6806,2.1038
18.55,4.6989,2.1215
18.6,4.7173,2.1392
18.65,4.7356,2.1569
18.7,4.754,2.1746
18.76,4.7724,2.1922
18.81,4.7909,2.2098
18.86,4.8094,2.2273
18.91,4.828,2.2447
18.96,4.8363,2.2526
19.02,4.8384,2.2548
19.07,4.8406,2.2569
19.12,4.8429,2.259
19.17,4.8451,2.2611
19.23,4.8473,2.2632
19.28,4.8496,2.2653
19.33,4.8518,2.2674
19.38,4.854,2.2694
19.43,4.8563,2.2715
19.49,4.8586,2.2736
19.54,4.8608,2.2757
19.59,4.8631,2.2777
19.64,4.8653,2.2798
19.7,4.8676,2.2819
19.75,4.8698,2.2839
19.8,4.8879,2.3
19.85,4.907,2.3169
19.9,4.9264,2.3334
19.95,4.9459,2.3498
20.01,4.9655,2.3661
20.06,4.9851,2.3823
20.11,5.0048,2.3984
20.16,5.0245,2.4145
20.22,5.0447,2.43
20.27,5.0649,2.4454
20.32,5.0854,2.4603
20.37,5.1061,2.475
20.42,5.127,2.4891
20.48,5.1481,2.503
20.53,5.1694,2.5164
20.58,5.1907,2.5299
20.64,5.2119,2.5437
20.69,5.2326,2.5583
20.74,5.2521,2.5748
20.79,5.2713,2.5915
20.85,5.2901,2.6087
20.9,5.3089,2.6259
20.95,5.3277,2.6431
21.01,5.3459,2.6609
21.06,5.363,2.6795
21.11,5.3801,2.6981
21.16,5.3973,2.7168
21.22,5.4148,2.7352
21.27,5.4328,2.7532
21.32,5.4508,2.7712
21.38,5.4688,2.7891
21.43,5.4871,2.8069
21.48,5.5054,2.8246
21.54,5.5238,2.8422
21.59,5.5423,2.8598
21.64,5.5608,2.8774
21.69,5.5793,2.8949
21.74,5.598,2.9122
21.8,5.6169,2.9294
21.85,5.6357,2.9465
21.9,5.6546,2.9637
21.95,5.6732,2.9811
22.0,5.6918,2.9985
22.06,5.7106,3.0158
22.11,5.7293,3.0331
22.16,5.7481,3.0504
22.21,5.7669,3.0676
22.26,5.7857,3.0848
22.32,5.8046,3.102
22.37,5.8234,3.1191
22.42,5.8423,3.1363
22.48,5.8611,3.1534
22.53,5.88,3.1706
22.58,5.8994,3.1872
22.64,5.9187,3.2038
22.69,5.9359,3.2225
22.74,5.9533,3.2406
22.79,5.9754,3.2483
22.84,5.9974,3.2566
22.9,6.0177,3.272
22.95,6.038,3.2873
23.0,6.058,3.303
23.05,6.0781,3.3186
23.11,6.0981,3.3344
23.16,6.1181,3.3503
23.21,6.138,3.3661
23.26,6.1581,3.3818
23.32,6.1784,3.3972
23.37,6.1988,3.4124
23.42,6.2194,3.4272
23.47,6.2399,3.4422
23.53,6.2602,3.4576
23.58,6.2806,3.4729
23.63,6.301,3.4881
23.68,6.3215,3.5032
23.74,6.3421,3.5182
23.79,6.3627,3.5331
23.84,6.3833,3.548
23.89,6.4012,3.5653
23.94,6.4163,3.5851
24.0,6.4353,3.5995
24.05,6.4577,3.6094
24.1,6.4791,3.6222
24.15,6.4997,3.6371
24.21,6.5198,3.6528
24.26,6.5396,3.6688
24.31,6.5591,3.6853
24.36,6.5784,3.7019
24.41,6.5973,3.719
24.47,6.6159,3.7363
24.52,6.6335,3.7545
24.57,6.6506,3.7731
24.63,6.6678,3.7917
24.68,6.6849,3.8103
24.73,6.7019,3.829
24.79,6.7189,3.8477
24.84,6.7354,3.8668
24.89,6.7517,3.886
24.94,6.7678,3.9054
24.99,6.7837,3.9249
25.05,6.7996,3.9444
25.1,6.8154,3.964
25.15,6.8291,3.9846
25.21,6.8425,4.0053
25.26,6.8561,4.0261
25.31,6.8694,4.0469
25.37,6.8831,4.0677
25.42,6.8967,4.0886
25.47,6.9106,4.1094
25.52,6.9244,4.1302
25.58,6.9385,4.151
25.63,6.9525,4.1718
25.68,6.9668,4.1925
25.73,6.9811,4.2133
25.79,6.9956,4.2339
25.84,7.0105,4.2544
25.89,7.0264,4.2742
25.94,7.0423,4.294
25.99,7.0584,4.3138
26.05,7.0746,4.3334
26.1,7.0909,4.353
26.15,7.1072,4.3726
26.2,7.1237,4.392
26.25,7.1403,4.4114
26.31,7.157,4.4306
26.36,7.1739,4.4497
26.41,7.1909,4.4688
26.46,7.2079,4.4877
26.52,7.2251,4.5065
26.57,7.2424,4.5253
26.62,7.2598,4.544
26.68,7.2772,4.5625
26.73,7.2948,4.581
26.78,7.3125,4.5994
26.83,7.3303,4.6176
26.89,7.3482,4.6357
26.94,7.3662,4.6537
26.99,7.3844,4.6715
27.04,7.4027,4.6892
27.1,7.4211,4.7067
27.15,7.4396,4.7242
27.2,7.4583,4.7414
27.25,7.477,4.7586
27.31,7.4959,4.7756
27.36,7.5149,4.7925
27.41,7.5339,4.8093
27.46,7.553,4.826
27.52,7.5722,4.8426
27.57,7.5915,4.8592
27.62,7.6107,4.8757
27.67,7.63,4.8922
27.72,7.6494,4.9086
27.77,7.6688,4.9249
27.83,7.6882,4.9413
27.88,7.7077,4.9575
27.93,7.7273,4.9737
27.99,7.7468,4.9899
28.04,7.7664,5.0061
28.09,7.786,5.0223
28.14,7.8056,5.0385
28.2,7.8252,5.0546
28.25,7.8448,5.0707
28.3,7.8645,5.0868
28.35,7.8841,5.103
28.41,7.9038,5.119
28.46,7.9235,5.1351
28.51,7.9432,5.1512
28.56,7.9629,5.1673
28.61,7.9826,5.1834
28.67,8.0023,5.1995
28.72,8.0219,5.2156
28.77,8.0416,5.2318
28.82,8.0613,5.2479
28.88,8.081,5.2641
28.93,8.1006,5.2803
28.98,8.1203,5.2965
29.03,8.1399,5.3127
29.08,8.1595,5.3289
29.14,8.1791,5.3453
29.19,8.1985,5.3618
29.24,8.2178,5.3784
29.29,8.2372,5.395
29.34,8.2564,5.4117
29.4,8.2755,5.4286
29.45,8.2947,5.4454
29.5,8.314,5.4621
29.55,8.3331,5.4789
29.61,8.3522,5.4958
29.66,8.3713,5.5127
29.71,8.3904,5.5296
29.77,8.4096,5.5464
29.82,8.4287,5.5633
29.87,8.435,5.5687
29.92,8.4374,5.5706
29.97,8.4398,5.5725
30.02,8.4421,5.5745
30.08,8.4444,5.5765
30.13,8.4467,5.5785
30.18,8.4639,5.5936
30.24,8.4831,5.6104
30.29,8.5032,5.626
30.34,8.5234,5.6415
30.39,8.5426,5.6582
30.45,8.5618,5.675
30.5,8.5811,5.6917
30.55,8.6004,5.7083
30.61,8.6196,5.7251
30.66,8.6387,5.742
30.71,8.6576,5.7591
30.77,8.6765,5.7763
30.82,8.6953,5.7934
30.87,8.7142,5.8106
30.93,8.733,5.8277
30.98,8.7519,5.8449
31.03,8.7708,5.862
31.08,8.7897,5.8791
31.14,8.8087,5.8961
31.19,8.8277,5.9131
31.24,8.8468,5.9301
31.29,8.8658,5.9471
31.35,8.8848,5.9641
31.4,8.9038,5.9811
31.45,8.9227,5.9982
31.51,8.9417,6.0152
31.56,8.9606,6.0323
31.61,8.9784,6.0484
31.66,8.9947,6.0632
31.71,9.0097,6.0769
31.77,9.0234,6.0893
31.82,9.0359,6.1007
31.87,9.0474,6.1112
31.93,9.0524,6.1159
31.98,9.0523,6.116
32.03,9.0522,6.1161
32.08,9.052,6.1162
32.14,9.0519,6.1162
32.19,9.0518,6.1163
32.24,9.0517,6.1164
32.29,9.0516,6.1164
32.34,9.0515,6.1165
32.4,9.0514,6.1166
32.45,9.0513,6.1166
32.5,9.0512,6.1167
32.56,9.0511,6.1168
32.61,9.051,6.1168
32.66,9.0509,6.1169
32.72,9.0508,6.117
32.77,9.0508,6.117
32.82,9.0507,6.1171
32.87,9.0506,6.1172
32.92,9.0505,6.1172
32.98,9.0505,6.1173
33.03,9.0504,6.1173
33.08,9.0504,6.1174
33.13,9.0503,6.1174
33.19,9.0502,6.1175
