t,x,y
0.0,0.0,0.0
0.05,0.0,0.0
0.11,0.002,-0.0002
0.16,0.0273,-0.0025
0.21,0.0526,-0.0048
0.26,0.0779,-0.0068
0.31,0.1032,-0.0082
0.37,0.1285,-0.0058
0.42,0.1537,-0.0033
0.47,0.1789,-0.0006
0.52,0.2037,0.0032
0.58,0.2268,0.0107
0.63,0.249,0.0192
0.68,0.2685,0.0304
0.73,0.2865,0.0423
0.78,0.3017,0.0555
0.84,0.3171,0.0689
0.89,0.3329,0.0825
0.94,0.3474,0.0965
0.99,0.3601,0.1109
1.04,0.3745,0.1253
1.1,0.3912,0.1396
1.15,0.4069,0.1544
1.2,0.4217,0.1695
1.25,0.437,0.1848
1.31,0.4528,0.2002
1.36,0.4692,0.2155
1.41,0.486,0.2309
1.47,0.5033,0.2462
1.52,0.5211,0.2615
1.57,0.5394,0.2766
1.62,0.558,0.2917
1.68,0.5771,0.3065
1.73,0.5964,0.3213
1.78,0.6162,0.3358
1.84,0.6362,0.3503
1.89,0.6566,0.3645
1.94,0.677,0.3786
1.99,0.6978,0.3925
2.04,0.7186,0.4064
2.1,0.7397,0.4201
2.15,0.7608,0.4337
2.2,0.7821,0.4472
2.26,0.8035,0.4606
2.31,0.825,0.4739
2.36,0.8465,0.4872
2.41,0.8681,0.5004
2.47,0.8898,0.5136
2.52,0.9114,0.5268
2.57,0.9331,0.54
2.62,0.9548,0.5531
2.68,0.9765,0.5662
2.73,0.9984,0.5791
2.78,1.0203,0.5921
2.83,1.0423,0.6048
2.89,1.0643,0.6176
2.94,1.0864,0.6303
2.99,1.1046,0.6408
3.04,1.1073,0.6423
3.09,1.1099,0.6439
3.15,1.1125,0.6455
3.2,1.1151,0.6471
3.25,1.1177,0.6486
3.31,1.1203,0.6502
3.36,1.1229,0.6518
3.41,1.1256,0.6534
3.46,1.1282,0.6549
3.52,1.1308,0.6565
3.57,1.1334,0.6581
3.62,1.136,0.6596
3.68,1.1387,0.6612
3.73,1.1413,0.6628
3.78,1.1439,0.6643
3.83,1.1465,0.6659
3.89,1.1492,0.6675
3.94,1.1518,0.669
3.99,1.1544,0.6706
4.04,1.157,0.6722
4.1,1.1597,0.6737
4.15,1.1623,0.6753
4.2,1.1649,0.6768
4.25,1.1676,0.6784
4.31,1.1702,0.68
4.36,1.1728,0.6815
4.41,1.1755,0.6831
4.46,1.1781,0.6846
4.51,1.1807,0.6862
4.57,1.1834,0.6877
4.62,1.186,0.6893
4.67,1.1887,0.6908
4.72,1.1913,0.6924
