t,x,y
0.01,0.0,0.0
0.06,0.0,0.0
0.11,0.0032,-0.0003
0.17,0.0158,-0.0015
0.22,0.0285,-0.0027
0.27,0.0411,-0.0039
0.32,0.0537,-0.0052
0.37,0.0663,-0.0067
0.42,0.0789,-0.0073
0.47,0.0915,-0.0061
0.53,0.1041,-0.0049
0.58,0.1168,-0.0037
0.63,0.1294,-0.0024
0.68,0.142,-0.0011
0.73,0.1546,0.0003
0.79,0.1672,0.0018
0.84,0.1792,0.0045
0.89,0.1907,0.0083
0.94,0.201,0.0133
0.99,0.2103,0.0191
1.04,0.2197,0.025
1.09,0.2291,0.031
1.14,0.2369,0.0375
1.19,0.2437,0.0445
1.24,0.2508,0.0515
1.3,0.2579,0.0586
1.35,0.2653,0.0659
1.4,0.2727,0.0733
1.45,0.2804,0.0807
1.5,0.288,0.0882
1.55,0.2959,0.0958
1.61,0.3038,0.1035
1.66,0.312,0.1112
1.71,0.3201,0.119
1.76,0.3289,0.1271
1.81,0.3376,0.1354
1.86,0.3473,0.1441
1.91,0.3569,0.1529
1.97,0.3675,0.1622
2.02,0.3781,0.1716
2.07,0.3892,0.1813
2.12,0.4002,0.1912
2.17,0.4124,0.2015
2.23,0.4247,0.2119
2.28,0.4382,0.2228
2.33,0.452,0.2338
2.38,0.4673,0.2454
2.43,0.4827,0.2571
2.48,0.4996,0.2691
2.53,0.5165,0.2811
2.59,0.5338,0.2929
2.64,0.5512,0.3047
2.69,0.5689,0.3163
2.74,0.5867,0.3278
2.79,0.605,0.3389
2.85,0.6234,0.3501
2.9,0.6418,0.3612
2.95,0.6602,0.3723
3.0,0.6786,0.3835
3.05,0.697,0.3946
3.1,0.7154,0.4057
3.16,0.7338,0.4168
3.21,0.7522,0.4279
3.26,0.7706,0.439
3.31,0.789,0.4501
3.36,0.8075,0.4612
3.41,0.8259,0.4723
3.46,0.8443,0.4833
3.52,0.8628,0.4944
3.57,0.8812,0.5055
3.62,0.8997,0.5166
3.67,0.9181,0.5276
3.73,0.9366,0.5387
3.78,0.9551,0.5498
3.83,0.9735,0.5608
3.88,0.992,0.5719
3.93,1.0105,0.5829
3.98,1.0289,0.594
4.03,1.0474,0.605
4.08,1.0658,0.6163
4.14,1.0841,0.6276
4.19,1.1025,0.6386
4.24,1.121,0.6497
4.29,1.1393,0.6609
4.34,1.1576,0.6723
4.4,1.1759,0.6836
4.45,1.1942,0.695
4.5,1.2125,0.7063
4.55,1.2308,0.7176
4.6,1.2491,0.7289
4.65,1.2674,0.7403
4.71,1.2857,0.7516
4.76,1.304,0.7629
4.81,1.3224,0.7742
4.86,1.3407,0.7855
4.92,1.359,0.7968
4.97,1.3773,0.8081
5.02,1.3956,0.8194
5.07,1.4139,0.8307
5.13,1.4319,0.8419
5.18,1.4496,0.8509
5.23,1.4664,0.8518
5.28,1.4821,0.852
5.33,1.4948,0.8509
5.39,1.5065,0.8491
5.44,1.5158,0.8463
5.49,1.5249,0.8433
5.54,1.5334,0.8403
5.6,1.5415,0.8369
5.65,1.549,0.8331
5.7,1.5566,0.8292
5.75,1.5642,0.8251
5.8,1.5717,0.8209
5.86,1.5791,0.8164
5.91,1.5864,0.8118
5.96,1.5938,0.807
6.01,1.6012,0.8021
6.06,1.6086,0.7971
6.12,1.6177,0.7918
6.17,1.6281,0.7863
6.22,1.6395,0.7808
6.27,1.6517,0.7752
6.32,1.6661,0.7716
6.37,1.6818,0.7692
6.43,1.6979,0.7658
6.48,1.714,0.762
6.53,1.7243,0.7559
6.58,1.7324,0.7491
6.64,1.7396,0.7418
6.69,1.7464,0.7342
6.74,1.7544,0.7262
6.79,1.7624,0.7178
6.84,1.772,0.7089
6.9,1.7817,0.6998
6.95,1.7896,0.6922
7.0,1.7972,0.6848
7.05,1.8055,0.6772
7.1,1.8137,0.6694
7.15,1.8229,0.6611
7.21,1.8321,0.6528
7.26,1.8386,0.6467
7.31,1.8452,0.6405
7.36,1.8518,0.6337
7.41,1.8584,0.6268
7.46,1.8658,0.6194
7.51,1.8733,0.6118
7.56,1.882,0.604
7.62,1.8902,0.5965
7.67,1.8962,0.5909
7.72,1.9021,0.5852
7.77,1.9083,0.5792
7.82,1.9145,0.573
7.88,1.9213,0.5665
7.93,1.9284,0.5599
7.98,1.9362,0.5531
8.03,1.9444,0.5461
8.08,1.9535,0.5387
8.13,1.9629,0.5314
8.18,1.973,0.524
8.24,1.9837,0.5166
8.29,1.9951,0.509
8.34,2.007,0.5014
8.39,2.0198,0.4938
8.44,2.0332,0.4861
8.49,2.0474,0.4786
8.55,2.0625,0.4711
8.6,2.0783,0.4638
8.65,2.0948,0.4569
8.7,2.1118,0.4503
8.75,2.1256,0.4441
8.8,2.1372,0.4382
8.86,2.1494,0.4319
8.91,2.1619,0.4253
8.96,2.1754,0.4189
9.01,2.1894,0.4126
9.06,2.2044,0.4067
9.11,2.2199,0.401
9.17,2.2365,0.3957
9.22,2.2535,0.3906
9.27,2.2708,0.3855
9.32,2.2882,0.3804
9.37,2.305,0.3742
9.43,2.3218,0.3679
9.48,2.3369,0.361
9.53,2.3519,0.3541
9.58,2.3653,0.3477
9.63,2.3786,0.3412
9.68,2.3906,0.3354
9.73,2.4024,0.3296
9.78,2.4136,0.324
9.84,2.4247,0.3185
9.89,2.433,0.3132
9.94,2.4413,0.3078
9.99,2.4498,0.3022
10.04,2.4583,0.2967
10.1,2.4673,0.2924
10.15,2.4762,0.2881
10.2,2.4842,0.2842
10.25,2.4937,0.2791
10.3,2.5098,0.2683
10.35,2.526,0.2581
10.41,2.5428,0.2503
10.46,2.5599,0.2433
10.51,2.5779,0.2391
10.56,2.5958,0.2347
10.61,2.6135,0.2299
10.67,2.6315,0.2249
10.72,2.6497,0.2193
10.77,2.6671,0.2166
10.82,2.683,0.2189
10.87,2.6998,0.2197
10.93,2.7177,0.2179
10.98,2.7362,0.2147
11.03,2.7553,0.2095
11.08,2.7747,0.2065
11.13,2.7943,0.2058
11.19,2.8138,0.2063
11.24,2.8333,0.208
11.29,2.853,0.2096
11.34,2.8728,0.2111
11.39,2.8924,0.2133
11.45,2.9118,0.2158
11.5,2.9308,0.2193
11.55,2.9494,0.2234
11.6,2.9677,0.228
11.65,2.9857,0.2332
11.71,3.0034,0.2388
11.76,3.0209,0.2448
11.81,3.038,0.2514
11.86,3.0548,0.2583
11.91,3.0712,0.2657
11.97,3.0873,0.2735
12.02,3.103,0.2817
12.07,3.1185,0.2903
12.12,3.1338,0.2991
12.17,3.149,0.3082
12.22,3.1638,0.3177
12.27,3.1783,0.3274
12.33,3.1928,0.3374
12.38,3.2072,0.3477
12.43,3.2208,0.3584
12.48,3.2342,0.3693
12.53,3.2468,0.3806
12.58,3.2593,0.3921
12.64,3.2718,0.4039
12.69,3.284,0.4159
12.74,3.2957,0.4282
12.79,3.3072,0.4407
12.84,3.3186,0.4534
12.9,3.3297,0.4663
12.95,3.3402,0.4795
13.0,3.3504,0.4929
13.05,3.3601,0.5065
13.1,3.3696,0.5202
13.16,3.379,0.5342
13.21,3.3883,0.5484
13.26,3.3975,0.5629
13.31,3.4063,0.5774
13.36,3.4146,0.5921
13.42,3.4228,0.607
13.47,3.4307,0.6221
13.52,3.4383,0.6374
13.57,3.4455,0.6527
13.62,3.4526,0.6683
13.68,3.4596,0.684
13.73,3.4665,0.7
13.78,3.4733,0.7161
13.83,3.4798,0.7323
13.88,3.486,0.7487
13.93,3.4923,0.7653
13.99,3.4985,0.782
14.04,3.5047,0.7989
14.09,3.5107,0.816
14.14,3.5172,0.8334
14.19,3.5237,0.8509
14.24,3.5309,0.8686
14.3,3.5383,0.8865
14.35,3.5461,0.9046
14.4,3.5539,0.9227
14.45,3.5624,0.9409
14.5,3.5709,0.9592
14.55,3.5802,0.9775
14.61,3.5894,0.9958
14.66,3.5993,1.0141
14.71,3.6091,1.0324
14.76,3.6193,1.0507
14.82,3.6294,1.069
14.87,3.6402,1.0872
14.92,3.6508,1.1055
14.97,3.6617,1.1237
15.02,3.6725,1.1419
15.08,3.6838,1.1599
15.13,3.6951,1.178
15.18,3.7068,1.1959
15.23,3.7185,1.2138
15.28,3.7305,1.2316
15.33,3.7428,1.249
15.38,3.7582,1.2639
15.44,3.7736,1.2788
15.49,3.7891,1.2935
15.54,3.8046,1.3082
15.59,3.8201,1.3229
15.64,3.8357,1.3376
15.7,3.8512,1.3523
15.75,3.8667,1.367
15.8,3.8823,1.3818
15.85,3.8978,1.3965
15.9,3.9134,1.4113
15.95,3.9289,1.4261
