t,name,x,y
0.01,obstacle_cat,3.035,0.771
0.06,obstacle_cat,3.035,0.771
0.12,obstacle_cat,3.035,0.771
0.17,obstacle_cat,3.035,0.771
0.23,obstacle_cat,3.035,0.771
0.28,obstacle_cat,3.035,0.771
0.34,obstacle_cat,3.035,0.771
0.39,obstacle_cat,3.035,0.771
0.45,obstacle_cat,3.035,0.771
0.51,obstacle_cat,3.035,0.771
0.57,obstacle_cat,3.035,0.771
0.62,obstacle_cat,3.035,0.771
0.67,obstacle_cat,3.035,0.771
0.73,obstacle_cat,3.035,0.771
0.79,obstacle_cat,3.035,0.771
0.84,obstacle_cat,3.035,0.771
0.9,obstacle_cat,3.035,0.771
0.96,obstacle_cat,3.035,0.771
1.01,obstacle_cat,3.035,0.771
1.07,obstacle_cat,3.035,0.771
1.12,obstacle_cat,3.035,0.771
1.18,obstacle_cat,3.035,0.771
1.23,obstacle_cat,3.035,0.771
1.29,obstacle_cat,3.035,0.771
1.34,obstacle_cat,3.035,0.771
1.4,obstacle_cat,3.035,0.771
1.45,obstacle_cat,3.035,0.771
1.52,obstacle_cat,3.035,0.771
1.57,obstacle_cat,3.035,0.771
1.63,obstacle_cat,3.035,0.771
1.68,obstacle_cat,3.035,0.771
1.74,obstacle_cat,3.035,0.771
1.8,obstacle_cat,3.035,0.771
1.85,obstacle_cat,3.035,0.771
1.91,obstacle_cat,3.035,0.771
1.96,obstacle_cat,3.035,0.771
2.02,obstacle_cat,3.035,0.771
2.07,obstacle_cat,3.035,0.771
2.13,obstacle_cat,3.035,0.771
2.18,obstacle_cat,3.035,0.771
2.24,obstacle_cat,3.035,0.771
2.3,obstacle_cat,3.035,0.771
2.35,obstacle_cat,3.035,0.771
2.41,obstacle_cat,3.035,0.771
2.47,obstacle_cat,3.035,0.771
2.53,obstacle_cat,3.035,0.771
2.58,obstacle_cat,3.035,0.771
2.64,obstacle_cat,3.035,0.771
2.69,obstacle_cat,3.035,0.771
2.75,obstacle_cat,3.035,0.771
2.8,obstacle_cat,3.035,0.771
2.86,obstacle_cat,3.035,0.771
2.92,obstacle_cat,3.035,0.771
2.98,obstacle_cat,3.035,0.771
3.03,obstacle_cat,3.035,0.771
3.09,obstacle_cat,3.035,0.771
3.14,obstacle_cat,3.035,0.771
3.2,obstacle_cat,3.035,0.771
3.25,obstacle_cat,3.035,0.771
3.31,obstacle_cat,3.035,0.771
3.36,obstacle_cat,3.035,0.771
3.42,obstacle_cat,3.035,0.771
3.47,obstacle_cat,3.035,0.771
3.53,obstacle_cat,3.035,0.771
3.58,obstacle_cat,3.035,0.771
3.64,obstacle_cat,3.035,0.771
3.69,obstacle_cat,3.035,0.771
3.75,obstacle_cat,3.035,0.771
3.81,obstacle_cat,3.035,0.771
3.86,obstacle_cat,3.035,0.771
3.92,obstacle_cat,3.035,0.771
3.97,obstacle_cat,3.035,0.771
4.03,obstacle_cat,3.035,0.771
4.09,obstacle_cat,3.035,0.771
4.14,obstacle_cat,3.035,0.771
4.2,obstacle_cat,3.035,0.771
4.26,obstacle_cat,3.035,0.771
4.31,obstacle_cat,3.035,0.771
4.37,obstacle_cat,3.035,0.771
4.42,obstacle_cat,3.035,0.771
4.48,obstacle_cat,3.035,0.771
4.54,obstacle_cat,3.035,0.771
4.59,obstacle_cat,3.035,0.771
4.65,obstacle_cat,3.035,0.771
4.7,obstacle_cat,3.035,0.771
4.76,obstacle_cat,3.035,0.771
4.82,obstacle_cat,3.035,0.771
4.87,obstacle_cat,3.035,0.771
4.93,obstacle_cat,3.035,0.771
4.99,obstacle_cat,3.035,0.771
5.04,obstacle_cat,3.035,0.771
5.1,obstacle_cat,3.035,0.771
5.15,obstacle_cat,3.035,0.771
5.21,obstacle_cat,3.035,0.771
5.26,obstacle_cat,3.035,0.771
5.32,obstacle_cat,3.035,0.771
5.38,obstacle_cat,3.035,0.771
5.43,obstacle_cat,3.035,0.771
5.49,obstacle_cat,3.035,0.771
5.55,obstacle_cat,3.035,0.771
5.6,obstacle_cat,3.035,0.771
5.66,obstacle_cat,3.035,0.771
5.72,obstacle_cat,3.035,0.771
5.77,obstacle_cat,3.035,0.771
5.83,obstacle_cat,3.035,0.771
5.89,obstacle_cat,3.035,0.771
5.94,obstacle_cat,3.035,0.771
6.0,obstacle_cat,3.035,0.771
6.05,obstacle_cat,3.035,0.771
6.11,obstacle_cat,3.035,0.771
6.17,obstacle_cat,3.035,0.771
6.23,obstacle_cat,3.035,0.771
6.28,obstacle_cat,3.035,0.771
6.34,obstacle_cat,3.035,0.771
6.4,obstacle_cat,3.035,0.771
6.45,obstacle_cat,3.035,0.771
6.51,obstacle_cat,3.035,0.771
6.57,obstacle_cat,3.035,0.771
6.63,obstacle_cat,3.035,0.771
6.68,obstacle_cat,3.035,0.771
6.74,obstacle_cat,3.035,0.771
6.79,obstacle_cat,3.035,0.771
6.85,obstacle_cat,3.035,0.771
6.91,obstacle_cat,3.035,0.771
6.96,obstacle_cat,3.035,0.771
7.02,obstacle_cat,3.035,0.771
7.07,obstacle_cat,3.035,0.771
7.13,obstacle_cat,3.035,0.771
7.18,obstacle_cat,3.035,0.771
7.24,obstacle_cat,3.035,0.771
7.3,obstacle_cat,3.035,0.771
7.35,obstacle_cat,3.035,0.771
7.41,obstacle_cat,3.035,0.771
7.47,obstacle_cat,3.035,0.771
7.52,obstacle_cat,3.035,0.771
7.58,obstacle_cat,3.035,0.771
7.64,obstacle_cat,3.035,0.771
7.69,obstacle_cat,3.035,0.771
7.75,obstacle_cat,3.035,0.771
7.81,obstacle_cat,3.035,0.771
7.86,obstacle_cat,3.035,0.771
7.92,obstacle_cat,3.035,0.771
7.97,obstacle_cat,3.035,0.771
8.03,obstacle_cat,3.035,0.771
8.09,obstacle_cat,3.035,0.771
8.15,obstacle_cat,3.035,0.771
8.2,obstacle_cat,3.035,0.771
8.26,obstacle_cat,3.035,0.771
8.31,obstacle_cat,3.035,0.771
8.37,obstacle_cat,3.035,0.771
8.42,obstacle_cat,3.035,0.771
8.48,obstacle_cat,3.035,0.771
8.53,obstacle_cat,3.035,0.771
8.59,obstacle_cat,3.035,0.771
8.65,obstacle_cat,3.035,0.771
8.7,obstacle_cat,3.035,0.771
8.76,obstacle_cat,3.035,0.771
8.81,obstacle_cat,3.035,0.771
8.87,obstacle_cat,3.035,0.771
8.93,obstacle_cat,3.035,0.771
8.98,obstacle_cat,3.035,0.771
9.04,obstacle_cat,3.035,0.771
9.09,obstacle_cat,3.035,0.771
9.15,obstacle_cat,3.035,0.771
9.2,obstacle_cat,3.035,0.771
9.26,obstacle_cat,3.035,0.771
9.32,obstacle_cat,3.035,0.771
