t,name,x,y
0.01,obstacle_cat,2.974,0.969
0.07,obstacle_cat,2.974,0.969
0.13,obstacle_cat,2.974,0.969
0.19,obstacle_cat,2.974,0.969
0.24,obstacle_cat,2.974,0.969
0.3,obstacle_cat,2.974,0.969
0.35,obstacle_cat,2.974,0.969
0.41,obstacle_cat,2.974,0.969
0.47,obstacle_cat,2.974,0.969
0.53,obstacle_cat,2.974,0.969
0.58,obstacle_cat,2.974,0.969
0.64,obstacle_cat,2.974,0.969
0.7,obstacle_cat,2.974,0.969
0.75,obstacle_cat,2.974,0.969
0.81,obstacle_cat,2.974,0.969
0.87,obstacle_cat,2.974,0.969
0.92,obstacle_cat,2.974,0.969
0.99,obstacle_cat,2.974,0.969
1.05,obstacle_cat,2.974,0.969
1.12,obstacle_cat,2.974,0.969
1.17,obstacle_cat,2.974,0.969
1.23,obstacle_cat,2.974,0.969
1.28,obstacle_cat,2.974,0.969
1.34,obstacle_cat,2.974,0.969
1.39,obstacle_cat,2.974,0.969
1.45,obstacle_cat,2.974,0.969
1.51,obstacle_cat,2.974,0.969
1.57,obstacle_cat,2.974,0.969
1.62,obstacle_cat,2.974,0.969
1.68,obstacle_cat,2.974,0.969
1.74,obstacle_cat,2.974,0.969
1.8,obstacle_cat,2.974,0.969
1.86,obstacle_cat,2.974,0.969
1.91,obstacle_cat,2.974,0.969
1.97,obstacle_cat,2.974,0.969
2.03,obstacle_cat,2.974,0.969
2.08,obstacle_cat,2.974,0.969
2.14,obstacle_cat,2.974,0.969
2.2,obstacle_cat,2.974,0.969
2.25,obstacle_cat,2.974,0.969
2.31,obstacle_cat,2.974,0.969
2.37,obstacle_cat,2.974,0.969
2.42,obstacle_cat,2.974,0.969
2.49,obstacle_cat,2.974,0.969
2.55,obstacle_cat,2.974,0.969
2.61,obstacle_cat,2.974,0.969
2.66,obstacle_cat,2.974,0.969
2.72,obstacle_cat,2.974,0.969
2.77,obstacle_cat,2.974,0.969
2.83,obstacle_cat,2.974,0.969
2.89,obstacle_cat,2.974,0.969
2.95,obstacle_cat,2.974,0.969
3.01,obstacle_cat,2.974,0.969
3.06,obstacle_cat,2.974,0.969
3.12,obstacle_cat,2.974,0.969
3.18,obstacle_cat,2.974,0.969
3.24,obstacle_cat,2.974,0.969
3.3,obstacle_cat,2.974,0.969
3.35,obstacle_cat,2.974,0.969
3.41,obstacle_cat,2.974,0.969
3.47,obstacle_cat,2.974,0.969
3.53,obstacle_cat,2.974,0.969
3.59,obstacle_cat,2.974,0.969
3.65,obstacle_cat,2.974,0.969
3.71,obstacle_cat,2.974,0.969
3.76,obstacle_cat,2.974,0.969
3.82,obstacle_cat,2.974,0.969
3.87,obstacle_cat,2.974,0.969
3.93,obstacle_cat,2.974,0.969
3.98,obstacle_cat,2.974,0.969
4.05,obstacle_cat,2.974,0.969
4.1,obstacle_cat,2.974,0.969
4.16,obstacle_cat,2.974,0.969
4.22,obstacle_cat,2.974,0.969
4.28,obstacle_cat,2.974,0.969
4.34,obstacle_cat,2.974,0.969
4.39,obstacle_cat,2.974,0.969
4.44,obstacle_cat,2.974,0.969
4.5,obstacle_cat,2.974,0.969
4.56,obstacle_cat,2.974,0.969
4.61,obstacle_cat,2.974,0.969
4.67,obstacle_cat,2.974,0.969
4.74,obstacle_cat,2.974,0.969
4.79,obstacle_cat,2.974,0.969
4.85,obstacle_cat,2.974,0.969
4.9,obstacle_cat,2.974,0.969
4.96,obstacle_cat,2.974,0.969
5.02,obstacle_cat,2.974,0.969
5.08,obstacle_cat,2.974,0.969
5.14,obstacle_cat,2.974,0.969
5.2,obstacle_cat,2.974,0.969
5.26,obstacle_cat,2.974,0.969
5.32,obstacle_cat,2.974,0.969
5.37,obstacle_cat,2.974,0.969
5.43,obstacle_cat,2.974,0.969
5.49,obstacle_cat,2.974,0.969
5.55,obstacle_cat,2.974,0.969
5.6,obstacle_cat,2.974,0.969
5.66,obstacle_cat,2.974,0.969
5.72,obstacle_cat,2.974,0.969
5.78,obstacle_cat,2.974,0.969
5.83,obstacle_cat,2.974,0.969
5.89,obstacle_cat,2.974,0.969
5.95,obstacle_cat,2.974,0.969
6.01,obstacle_cat,2.974,0.969
6.06,obstacle_cat,2.974,0.969
6.13,obstacle_cat,2.974,0.969
6.18,obstacle_cat,2.974,0.969
6.24,obstacle_cat,2.974,0.969
6.29,obstacle_cat,2.974,0.969
6.35,obstacle_cat,2.974,0.969
6.41,obstacle_cat,2.974,0.969
6.47,obstacle_cat,2.974,0.969
6.53,obstacle_cat,2.974,0.969
6.59,obstacle_cat,2.974,0.969
6.65,obstacle_cat,2.974,0.969
6.71,obstacle_cat,2.974,0.969
6.77,obstacle_cat,2.974,0.969
6.83,obstacle_cat,2.974,0.969
6.88,obstacle_cat,2.974,0.969
6.93,obstacle_cat,2.974,0.969
6.99,obstacle_cat,2.974,0.969
7.05,obstacle_cat,2.974,0.969
7.11,obstacle_cat,2.974,0.969
7.17,obstacle_cat,2.974,0.969
7.22,obstacle_cat,2.974,0.969
7.28,obstacle_cat,2.974,0.969
7.33,obstacle_cat,2.974,0.969
7.39,obstacle_cat,2.974,0.969
7.45,obstacle_cat,2.974,0.969
7.51,obstacle_cat,2.974,0.969
7.56,obstacle_cat,2.974,0.969
7.63,obstacle_cat,2.974,0.969
7.68,obstacle_cat,2.974,0.969
7.74,obstacle_cat,2.974,0.969
7.8,obstacle_cat,2.974,0.969
7.85,obstacle_cat,2.974,0.969
7.91,obstacle_cat,2.974,0.969
7.97,obstacle_cat,2.974,0.969
8.03,obstacle_cat,2.974,0.969
8.09,obstacle_cat,2.974,0.969
8.15,obstacle_cat,2.974,0.969
8.21,obstacle_cat,2.974,0.969
8.27,obstacle_cat,2.974,0.969
8.32,obstacle_cat,2.974,0.969
8.38,obstacle_cat,2.974,0.969
8.44,obstacle_cat,2.974,0.969
8.5,obstacle_cat,2.974,0.969
8.55,obstacle_cat,2.974,0.969
8.61,obstacle_cat,2.974,0.969
8.67,obstacle_cat,2.974,0.969
8.73,obstacle_cat,2.974,0.969
8.79,obstacle_cat,2.974,0.969
8.84,obstacle_cat,2.974,0.969
