t,x,y
0.02,0.0,0.0
0.07,0.0,0.0
0.12,0.0104,-0.0009
0.17,0.0357,-0.0032
0.22,0.061,-0.0052
0.27,0.0864,-0.007
0.33,0.1117,-0.0068
0.38,0.1369,-0.0042
0.43,0.1621,-0.0014
0.48,0.1873,0.0015
0.53,0.2113,0.007
0.58,0.2344,0.0146
0.63,0.2553,0.0244
0.69,0.2748,0.0356
0.74,0.2917,0.0481
0.79,0.307,0.0614
0.84,0.3227,0.0748
0.89,0.3386,0.0885
0.95,0.3526,0.1026
1.0,0.3658,0.1171
1.05,0.382,0.1313
1.1,0.3988,0.1456
1.15,0.4147,0.1604
1.21,0.4302,0.1755
1.26,0.4468,0.1904
1.31,0.4634,0.2055
1.36,0.4811,0.2204
1.41,0.4987,0.2354
1.46,0.5174,0.25
1.51,0.5361,0.2648
1.56,0.5556,0.2791
1.61,0.575,0.2936
1.67,0.5948,0.3079
1.72,0.6144,0.3224
1.77,0.6352,0.336
1.82,0.6558,0.3497
1.87,0.6768,0.3633
1.92,0.6977,0.377
1.97,0.7187,0.3905
2.03,0.7397,0.4041
2.08,0.7609,0.4176
2.13,0.782,0.4311
2.18,0.8033,0.4446
2.23,0.8245,0.4581
2.28,0.8458,0.4716
2.34,0.8672,0.485
2.39,0.8886,0.4985
2.44,0.91,0.5119
2.49,0.9314,0.5253
2.54,0.9529,0.5387
2.59,0.9744,0.552
2.64,0.9959,0.5654
2.69,1.0175,0.5787
2.74,1.039,0.592
2.8,1.0606,0.6054
2.85,1.0822,0.6188
2.9,1.1037,0.6322
2.95,1.1252,0.6457
3.0,1.1467,0.6591
3.05,1.1683,0.6726
3.11,1.1898,0.686
3.16,1.2114,0.6995
3.21,1.2329,0.713
3.26,1.2545,0.7264
3.31,1.276,0.7399
3.36,1.2976,0.7533
3.41,1.3192,0.7668
3.47,1.3408,0.7802
3.52,1.3624,0.7937
3.57,1.384,0.8071
3.62,1.4056,0.8206
3.67,1.4272,0.834
3.73,1.4488,0.8475
3.78,1.4716,0.8589
3.83,1.4945,0.8699
3.88,1.5174,0.876
3.93,1.5403,0.8811
3.98,1.5507,0.8804
4.03,1.5601,0.8792
4.09,1.5641,0.8766
4.14,1.5677,0.8739
4.19,1.5683,0.8727
4.24,1.5688,0.8716
4.29,1.5695,0.8702
4.35,1.5704,0.8686
4.4,1.5729,0.8656
4.45,1.5756,0.8625
4.5,1.579,0.8588
4.56,1.5825,0.855
4.61,1.5868,0.8507
4.66,1.5925,0.8466
4.71,1.6053,0.8439
4.76,1.6176,0.8406
4.81,1.6284,0.8359
4.86,1.6383,0.8306
4.92,1.6462,0.824
4.97,1.6563,0.8179
5.02,1.6716,0.8131
5.07,1.682,0.8108
5.12,1.6834,0.8131
5.17,1.6855,0.8124
5.23,1.6889,0.806
5.28,1.6896,0.8013
5.33,1.6869,0.7987
5.38,1.6842,0.7961
5.43,1.6816,0.7935
5.48,1.679,0.7909
5.53,1.6764,0.7882
5.59,1.6738,0.7855
5.64,1.6713,0.7828
5.69,1.6688,0.7801
5.74,1.6664,0.7774
5.79,1.6639,0.7747
5.84,1.6615,0.7719
5.9,1.6592,0.7691
5.95,1.6568,0.7663
6.0,1.6545,0.7635
6.05,1.6522,0.7607
6.1,1.6499,0.7578
6.16,1.6477,0.755
6.21,1.6455,0.7521
6.26,1.6433,0.7492
6.31,1.6412,0.7463
6.36,1.639,0.7434
6.41,1.637,0.7404
6.46,1.6349,0.7375
6.51,1.6329,0.7345
6.57,1.6308,0.7315
6.62,1.6289,0.7285
6.67,1.6269,0.7254
6.72,1.6249,0.7221
6.77,1.6229,0.7189
6.83,1.6204,0.7149
6.88,1.6178,0.7108
6.93,1.6146,0.7054
6.98,1.6112,0.6998
7.03,1.6072,0.6927
7.08,1.603,0.6854
7.13,1.5984,0.6765
7.19,1.5936,0.6674
7.24,1.5885,0.6566
7.29,1.5842,0.6437
7.34,1.5836,0.623
7.39,1.5829,0.6022
7.44,1.5824,0.5809
7.49,1.5817,0.5595
7.55,1.5813,0.5377
7.6,1.5807,0.5158
7.65,1.5803,0.4935
7.7,1.5797,0.4712
7.75,1.5793,0.4485
7.8,1.5789,0.4258
7.86,1.5785,0.4028
7.91,1.578,0.3797
7.96,1.5777,0.3565
8.01,1.5773,0.3331
8.06,1.5769,0.3096
8.11,1.5766,0.2859
8.17,1.5763,0.2622
8.22,1.576,0.2535
8.27,1.5757,0.2571
8.32,1.5754,0.2608
8.37,1.5751,0.2645
8.42,1.5748,0.2681
8.48,1.5745,0.2718
8.53,1.5743,0.2754
8.58,1.574,0.279
8.63,1.5737,0.2827
8.68,1.5735,0.2863
8.73,1.5732,0.2899
8.78,1.573,0.2936
8.84,1.5727,0.2972
8.89,1.5725,0.3008
8.94,1.5723,0.3044
8.99,1.572,0.308
9.04,1.5719,0.3116
9.09,1.5716,0.3153
9.14,1.5715,0.3189
9.2,1.5712,0.3225
9.25,1.5711,0.3261
9.3,1.5709,0.3297
9.35,1.5707,0.3333
9.41,1.5704,0.3369
9.46,1.5702,0.3405
9.51,1.5699,0.344
9.56,1.5697,0.3476
9.61,1.5694,0.3512
9.67,1.5692,0.3548
9.72,1.569,0.3584
9.77,1.5688,0.362
9.82,1.5686,0.3656
9.87,1.5685,0.3692
9.92,1.5682,0.3727
9.97,1.5681,0.3763
10.03,1.5679,0.3799
10.08,1.5678,0.3835
10.13,1.5676,0.3871
10.18,1.5675,0.3907
10.23,1.5673,0.3943
10.28,1.5672,0.3979
10.34,1.5671,0.4014
10.39,1.567,0.405
10.44,1.5669,0.4086
10.49,1.5668,0.4122
10.54,1.5667,0.4158
10.59,1.5667,0.4194
10.64,1.5666,0.423
10.7,1.5665,0.4266
10.75,1.5665,0.4302
10.8,1.5664,0.4338
10.85,1.5664,0.4374
10.91,1.5664,0.4411
10.96,1.5664,0.4447
11.01,1.5663,0.4483
11.06,1.5663,0.452
11.11,1.5663,0.4558
11.16,1.5663,0.4604
11.21,1.5663,0.4655
11.27,1.5662,0.4715
11.32,1.5661,0.4778
11.37,1.5661,0.4851
11.42,1.566,0.4927
11.47,1.566,0.5013
11.52,1.5658,0.5102
11.57,1.5658,0.52
11.62,1.5655,0.5301
11.67,1.5655,0.5411
11.73,1.5652,0.5523
11.78,1.5652,0.5646
11.83,1.5649,0.577
11.88,1.5649,0.5904
11.93,1.5646,0.6039
11.98,1.5642,0.618
12.04,1.5636,0.632
12.09,1.5632,0.6472
12.14,1.5625,0.6624
12.19,1.5621,0.6785
12.24,1.5614,0.6948
12.29,1.5609,0.712
12.34,1.5597,0.7264
12.4,1.5561,0.7265
12.45,1.5525,0.7264
12.5,1.5489,0.7263
12.55,1.5453,0.7263
12.6,1.5417,0.7264
12.65,1.5381,0.7266
12.71,1.5346,0.7273
12.76,1.5321,0.7348
12.81,1.5316,0.7562
12.86,1.5298,0.7701
12.91,1.5262,0.7703
12.96,1.5226,0.7706
13.02,1.5191,0.7709
13.07,1.5155,0.7713
13.12,1.512,0.7718
13.17,1.5084,0.7724
13.22,1.5049,0.773
13.27,1.5013,0.7737
13.33,1.4978,0.7744
13.38,1.4962,0.7748
13.43,1.4962,0.7748
13.48,1.5016,0.7753
13.53,1.5108,0.776
13.59,1.5145,0.7739
13.64,1.515,0.7701
13.69,1.5155,0.7664
13.74,1.5159,0.7626
13.79,1.5166,0.7589
13.85,1.5172,0.7552
13.9,1.518,0.7515
13.95,1.5189,0.7479
14.0,1.5199,0.7443
14.05,1.5209,0.7408
14.1,1.5371,0.7474
14.15,1.5567,0.756
14.21,1.5592,0.7537
14.26,1.5594,0.75
14.31,1.5597,0.7463
14.36,1.56,0.7425
14.41,1.5605,0.7389
14.46,1.5609,0.7352
14.51,1.5611,0.7315
14.56,1.5612,0.7277
14.62,1.5615,0.7241
14.67,1.5617,0.7204
14.72,1.5621,0.7167
14.77,1.5625,0.713
14.83,1.563,0.7094
14.88,1.5634,0.7058
14.93,1.5632,0.7021
14.98,1.5674,0.7011
15.03,1.5905,0.7112
15.09,1.6084,0.7183
15.14,1.6076,0.7147
15.19,1.6065,0.7111
15.24,1.6052,0.7076
15.29,1.6039,0.7041
15.34,1.6028,0.7006
15.39,1.6018,0.6971
15.44,1.6011,0.6934
15.5,1.6005,0.6898
15.55,1.6001,0.6862
15.6,1.5998,0.6825
15.65,1.5998,0.6789
15.7,1.5999,0.6753
15.75,1.6001,0.6717
15.81,1.6005,0.6681
15.86,1.6013,0.6646
15.91,1.6021,0.6611
15.96,1.603,0.6576
16.01,1.6166,0.6607
16.06,1.64,0.6691
16.11,1.6495,0.6702
16.16,1.65,0.6667
16.22,1.6504,0.6631
16.27,1.6507,0.6595
16.32,1.6512,0.6559
16.37,1.6517,0.6522
16.42,1.6526,0.6471
16.47,1.6536,0.6413
16.52,1.6549,0.6346
16.58,1.6562,0.6275
16.63,1.6585,0.6186
16.68,1.6608,0.6091
16.73,1.664,0.5983
16.78,1.6671,0.5871
16.83,1.6866,0.5909
16.88,1.7083,0.597
16.94,1.713,0.5903
16.99,1.7143,0.5812
17.04,1.7168,0.57
17.09,1.7191,0.5588
17.14,1.7222,0.5461
17.19,1.725,0.5333
17.24,1.7282,0.5198
17.3,1.7324,0.5076
17.35,1.7523,0.5125
17.4,1.7703,0.5154
17.45,1.7752,0.5003
17.5,1.7794,0.4853
17.55,1.7824,0.4709
17.6,1.7881,0.4608
17.66,1.805,0.4667
17.71,1.819,0.4678
17.76,1.8235,0.4521
17.81,1.8278,0.4362
17.86,1.832,0.42
17.91,1.8399,0.4109
17.96,1.8558,0.4165
18.01,1.8682,0.4138
18.07,1.8746,0.3964
18.12,1.8845,0.3879
18.17,1.9004,0.3936
18.22,1.9126,0.3889
18.27,1.9201,0.3712
18.32,1.9314,0.3643
18.38,1.9474,0.3701
18.43,1.9593,0.3641
18.48,1.967,0.3463
18.53,1.9756,0.3422
18.58,1.9848,0.3489
18.63,1.9961,0.3558
18.69,2.0089,0.3632
18.74,2.0231,0.3707
18.79,2.038,0.3783
18.84,2.0547,0.3857
18.89,2.0722,0.3931
18.94,2.091,0.4001
19.0,2.1103,0.4072
19.05,2.1327,0.4112
19.1,2.1562,0.4144
19.15,2.1809,0.4116
19.2,2.2059,0.4072
19.25,2.2303,0.4002
19.3,2.2545,0.3924
19.36,2.2791,0.3858
19.41,2.3038,0.3793
19.46,2.3288,0.3749
19.51,2.3539,0.3708
19.56,2.3791,0.3687
19.61,2.4042,0.3667
19.66,2.4293,0.3657
19.71,2.4543,0.3649
19.77,2.4791,0.3655
19.82,2.5039,0.3664
19.87,2.5285,0.368
19.92,2.5531,0.3697
19.97,2.5778,0.3712
20.02,2.6025,0.3729
20.07,2.6273,0.3744
20.12,2.6521,0.3761
20.18,2.6768,0.3783
20.23,2.7013,0.381
20.28,2.7254,0.3849
20.33,2.7493,0.3893
20.38,2.7724,0.3951
20.43,2.7951,0.4015
20.48,2.8171,0.409
20.53,2.8386,0.4171
20.58,2.8595,0.4261
20.64,2.8798,0.4356
20.69,2.8995,0.4457
20.74,2.9187,0.4564
20.79,2.9372,0.4677
20.84,2.9552,0.4794
20.89,2.9726,0.4916
20.94,2.9894,0.5042
21.0,3.0057,0.5172
21.05,3.0213,0.5306
21.1,3.0364,0.5444
21.15,3.0512,0.5584
21.2,3.0657,0.5728
21.25,3.0802,0.5874
21.3,3.0946,0.6022
21.36,3.1097,0.6172
21.41,3.125,0.6323
21.46,3.1404,0.6477
21.51,3.1556,0.6632
21.56,3.1714,0.6788
21.61,3.1873,0.6946
21.66,3.2037,0.7103
21.72,3.22,0.7263
21.77,3.2366,0.7423
21.82,3.2531,0.7584
21.87,3.2702,0.7745
21.92,3.2871,0.7908
21.97,3.3039,0.8072
22.02,3.3206,0.8239
22.08,3.337,0.8407
22.13,3.3531,0.8578
22.18,3.3687,0.8752
22.23,3.3841,0.8927
22.28,3.3992,0.9105
22.33,3.4139,0.9285
22.38,3.4282,0.9468
22.44,3.4422,0.9652
22.49,3.4558,0.9839
22.54,3.469,1.0028
22.59,3.4819,1.0218
22.65,3.4946,1.041
22.7,3.507,1.0604
22.75,3.5191,1.08
22.8,3.531,1.0997
22.85,3.5417,1.1195
22.9,3.5493,1.1392
22.95,3.5569,1.1592
23.0,3.5653,1.1795
23.06,3.5739,1.2
23.11,3.5833,1.2207
23.16,3.593,1.2416
23.21,3.6033,1.2626
23.26,3.614,1.2837
23.31,3.6252,1.3049
23.36,3.6368,1.3261
23.41,3.6488,1.3473
23.47,3.6611,1.3684
23.52,3.6739,1.3895
23.57,3.6898,1.4086
23.62,3.7087,1.4257
23.67,3.7276,1.4427
23.72,3.7466,1.4596
23.77,3.7656,1.4766
23.83,3.7846,1.4935
23.88,3.8036,1.5105
23.93,3.8226,1.5275
23.98,3.8416,1.5445
24.03,3.8606,1.5615
24.09,3.8795,1.5785
24.14,3.8985,1.5955
24.19,3.9174,1.6125
24.24,3.9364,1.6296
24.29,3.9553,1.6466
24.35,3.9743,1.6637
24.4,3.9932,1.6807
24.45,4.0122,1.6978
24.5,4.0311,1.7149
24.55,4.05,1.7319
24.6,4.0689,1.749
24.66,4.0878,1.7661
24.71,4.1068,1.7832
24.76,4.1257,1.8003
24.81,4.1446,1.8173
24.86,4.1635,1.8344
24.92,4.1825,1.8515
24.97,4.2014,1.8686
25.02,4.2203,1.8857
25.07,4.2392,1.9028
25.12,4.2581,1.9198
25.18,4.2771,1.9369
25.23,4.296,1.954
25.28,4.3149,1.9711
25.33,4.3338,1.9882
25.38,4.3527,2.0053
25.43,4.3716,2.0224
25.48,4.3906,2.0395
25.53,4.4095,2.0566
25.59,4.4284,2.0737
25.64,4.4473,2.0908
25.69,4.4662,2.1079
25.74,4.4851,2.125
25.79,4.5041,2.1421
25.84,4.523,2.1592
25.89,4.5419,2.1762
25.95,4.5608,2.1933
26.0,4.5798,2.2104
26.05,4.5987,2.2275
26.1,4.6176,2.2446
26.15,4.6365,2.2617
26.2,4.6555,2.2788
26.25,4.6744,2.2958
26.3,4.6933,2.3129
26.36,4.7123,2.33
26.41,4.7312,2.3471
26.46,4.7502,2.3641
26.51,4.7691,2.3812
26.56,4.788,2.3983
26.62,4.807,2.4153
26.67,4.8259,2.4324
26.72,4.8449,2.4494
26.77,4.8638,2.4665
26.82,4.8828,2.4836
26.87,4.9018,2.5006
26.92,4.9207,2.5176
26.97,4.9397,2.5347
27.03,4.9587,2.5517
27.08,4.9776,2.5688
27.13,4.9966,2.5858
27.18,5.0156,2.6028
27.23,5.0346,2.6199
27.29,5.0535,2.6369
27.34,5.0725,2.6539
27.39,5.0915,2.6709
27.44,5.1105,2.6879
27.49,5.1295,2.705
27.54,5.1485,2.722
27.59,5.1675,2.739
27.65,5.1865,2.756
27.7,5.2055,2.773
27.75,5.2245,2.79
27.81,5.2435,2.807
27.86,5.2625,2.824
27.91,5.2816,2.8409
27.96,5.3006,2.8579
28.01,5.3196,2.8749
28.06,5.3386,2.8919
28.12,5.3576,2.9089
28.17,5.3767,2.9258
28.22,5.3957,2.9428
28.27,5.4147,2.9598
28.32,5.4338,2.9767
28.38,5.4528,2.9937
28.43,5.4719,3.0106
28.48,5.4909,3.0276
28.53,5.51,3.0446
28.58,5.529,3.0615
28.63,5.5482,3.0782
28.68,5.5676,3.0948
28.74,5.587,3.1113
28.79,5.6064,3.1279
28.84,5.6258,3.1444
28.89,5.6451,3.161
28.94,5.6644,3.1777
28.99,5.6838,3.1943
29.04,5.7031,3.211
29.1,5.7224,3.2276
29.15,5.7416,3.2443
29.2,5.7609,3.261
29.25,5.7801,3.2778
29.3,5.7994,3.2945
29.36,5.8186,3.3112
29.41,5.8378,3.328
29.46,5.857,3.3448
29.51,5.8762,3.3615
29.56,5.8954,3.3783
29.62,5.9146,3.3951
29.67,5.9338,3.412
29.72,5.9529,3.4288
29.77,5.9721,3.4456
29.82,5.9912,3.4624
29.87,6.0104,3.4793
29.92,6.0295,3.4961
29.97,6.0487,3.513
30.02,6.0678,3.5298
30.08,6.0869,3.5467
30.13,6.1061,3.5635
30.18,6.1252,3.5804
30.23,6.1443,3.5973
30.28,6.1634,3.6142
30.33,6.1826,3.631
30.38,6.2017,3.6479
30.43,6.2208,3.6648
30.49,6.2399,3.6817
30.54,6.259,3.6986
30.59,6.2781,3.7155
30.64,6.2972,3.7323
30.7,6.3163,3.7492
30.75,6.3354,3.7661
30.8,6.3545,3.783
30.85,6.3736,3.7999
30.9,6.3927,3.8168
30.96,6.4118,3.8337
31.01,6.4309,3.8506
31.06,6.45,3.8675
31.11,6.4691,3.8844
31.16,6.4882,3.9013
31.22,6.5073,3.9182
31.27,6.5264,3.9351
31.32,6.5455,3.952
31.37,6.5646,3.9689
31.42,6.5837,3.9858
31.47,6.6028,4.0027
31.52,6.6219,4.0195
31.57,6.641,4.0364
31.63,6.6601,4.0533
31.68,6.6792,4.0702
31.73,6.6984,4.0871
31.78,6.7175,4.104
31.83,6.7366,4.1208
31.89,6.7557,4.1377
31.94,6.7748,4.1546
31.99,6.7939,4.1715
32.04,6.8131,4.1883
32.09,6.8322,4.2052
32.14,6.8513,4.2221
32.19,6.8704,4.2389
32.25,6.8896,4.2558
32.3,6.9087,4.2727
32.35,6.9278,4.2895
32.4,6.947,4.3064
32.45,6.9661,4.3232
32.5,6.9852,4.3401
32.55,7.0044,4.3569
32.6,7.0235,4.3738
