t,x,y
0.04,0.0,0.0
0.09,0.0,0.0
0.14,0.0188,-0.0017
0.19,0.0441,-0.0039
0.24,0.0695,-0.0057
0.29,0.0949,-0.0074
0.34,0.1003,-0.0049
0.39,0.1008,-0.0013
0.45,0.1226,0.002
0.5,0.1478,0.0053
0.55,0.1708,0.0132
0.6,0.1935,0.0219
0.65,0.2161,0.0307
0.7,0.2387,0.0398
0.75,0.2579,0.0518
0.8,0.2767,0.0642
0.85,0.2911,0.0782
0.91,0.3054,0.0925
0.96,0.3206,0.1069
1.01,0.3357,0.1215
1.06,0.3516,0.1362
1.11,0.3675,0.1511
1.17,0.3842,0.1659
1.22,0.401,0.1809
1.27,0.4185,0.1957
1.32,0.4361,0.2107
1.37,0.4545,0.2254
1.42,0.473,0.2402
1.47,0.4921,0.2547
1.53,0.5114,0.2692
1.58,0.5312,0.2834
1.63,0.5512,0.2976
1.68,0.5715,0.3115
1.73,0.5922,0.3252
1.78,0.6134,0.3385
1.83,0.6346,0.3517
1.89,0.6559,0.3649
1.94,0.6773,0.3782
1.99,0.6986,0.3914
2.04,0.7201,0.4046
2.09,0.7415,0.4178
2.14,0.763,0.431
2.19,0.7845,0.4441
2.24,0.806,0.4573
2.3,0.8276,0.4705
2.35,0.8492,0.4837
2.4,0.8708,0.4968
2.45,0.8924,0.51
2.5,0.914,0.5231
2.56,0.9357,0.5362
2.61,0.9574,0.5494
2.66,0.9791,0.5625
2.71,1.0008,0.5756
2.76,1.0225,0.5887
2.81,1.0443,0.6019
2.86,1.0659,0.6152
2.91,1.0874,0.6285
2.97,1.109,0.6419
3.02,1.1306,0.6553
3.07,1.1522,0.6686
3.12,1.1738,0.682
3.17,1.1954,0.6954
3.22,1.2169,0.7089
3.27,1.2386,0.7222
3.32,1.2602,0.7356
3.38,1.2818,0.749
3.43,1.3034,0.7625
3.48,1.325,0.7759
3.53,1.3466,0.7893
3.58,1.3682,0.8027
3.63,1.3898,0.8161
3.69,1.4115,0.8295
3.74,1.4331,0.843
3.79,1.4548,0.8563
3.84,1.4767,0.8692
3.89,1.5,0.8794
3.94,1.5223,0.8877
3.99,1.5412,0.8896
4.04,1.5564,0.8902
4.1,1.5606,0.8879
4.15,1.5635,0.8857
