t,x,y
0.03,0.0,0.0
0.08,0.0,0.0
0.14,0.0119,-0.001
0.19,0.0372,-0.0033
0.24,0.0624,-0.0024
0.29,0.0876,0.0005
0.34,0.1126,0.0038
0.39,0.1377,0.0073
0.44,0.1627,0.0111
0.49,0.1876,0.015
0.55,0.2108,0.0222
0.6,0.2333,0.0307
0.66,0.2531,0.0416
0.71,0.2718,0.0535
0.76,0.2873,0.0667
0.81,0.3019,0.0804
0.87,0.3173,0.0942
0.92,0.3326,0.1082
0.97,0.3488,0.1223
1.02,0.3648,0.1366
1.07,0.3817,0.1508
1.12,0.3985,0.1653
1.18,0.4163,0.1796
1.23,0.4338,0.1941
1.28,0.4517,0.2087
1.34,0.4695,0.2234
1.39,0.4881,0.2378
1.44,0.5066,0.2525
1.5,0.5252,0.2672
1.55,0.5437,0.282
1.6,0.5631,0.2965
1.65,0.5826,0.3108
1.7,0.6034,0.3243
1.76,0.6243,0.3378
1.81,0.6453,0.3511
1.86,0.6663,0.3646
1.91,0.6874,0.3779
1.97,0.7086,0.3913
2.02,0.7298,0.4046
2.07,0.751,0.418
2.12,0.7723,0.4313
2.17,0.7936,0.4446
2.22,0.815,0.4579
2.28,0.8364,0.4712
2.33,0.8579,0.4845
2.38,0.8793,0.4978
2.43,0.9008,0.511
2.49,0.9224,0.5243
2.54,0.9439,0.5375
2.59,0.9655,0.5508
2.64,0.9871,0.564
2.69,1.0087,0.5772
2.74,1.0304,0.5903
2.8,1.0521,0.6035
2.85,1.0738,0.6167
2.9,1.0955,0.6298
2.95,1.1172,0.643
3.01,1.1389,0.6561
3.06,1.1606,0.6693
3.11,1.1824,0.6825
3.17,1.2041,0.6956
3.22,1.2259,0.7088
3.27,1.2476,0.7219
3.32,1.2694,0.7351
3.38,1.2912,0.7483
3.43,1.313,0.7614
3.48,1.3348,0.7746
3.53,1.3566,0.7877
3.58,1.3783,0.8009
3.63,1.4001,0.814
3.69,1.4219,0.8272
3.74,1.4437,0.8403
3.79,1.4655,0.8535
3.84,1.4879,0.8657
3.9,1.5103,0.8778
3.95,1.5336,0.888
4.0,1.5569,0.8981
4.05,1.5803,0.9033
4.1,1.6026,0.9077
4.16,1.6109,0.9058
4.21,1.6179,0.9038
4.26,1.6184,0.9024
4.31,1.6188,0.9008
4.36,1.6191,0.8991
4.41,1.6195,0.8975
