t,x,y
0.04,0.0164,-0.0014
0.09,0.0417,-0.0037
0.14,0.0669,-0.0019
0.19,0.092,0.0011
0.24,0.1171,0.0044
0.3,0.1421,0.0079
0.35,0.1647,0.016
0.4,0.1867,0.025
0.45,0.2045,0.0369
0.5,0.2216,0.0495
0.55,0.2393,0.0621
0.6,0.2568,0.075
0.65,0.2697,0.0889
0.71,0.2824,0.1032
0.76,0.2962,0.1177
0.81,0.3099,0.1324
0.86,0.3247,0.1473
0.91,0.3394,0.1624
0.96,0.3553,0.1775
1.01,0.3711,0.1927
1.07,0.388,0.2078
1.12,0.4051,0.223
1.17,0.4231,0.2379
1.22,0.4413,0.2529
1.27,0.4604,0.2675
1.32,0.4796,0.282
1.37,0.4996,0.2961
1.42,0.5198,0.3102
1.48,0.5405,0.3238
1.53,0.5615,0.3371
1.58,0.5833,0.3497
1.63,0.6052,0.3622
1.68,0.6271,0.3747
1.73,0.649,0.3872
1.78,0.6709,0.3998
1.83,0.6928,0.4124
1.88,0.7148,0.4249
1.94,0.7367,0.4375
1.99,0.7586,0.4501
2.04,0.7806,0.4628
2.09,0.8025,0.4754
2.14,0.8245,0.488
2.19,0.8464,0.5007
2.24,0.8684,0.5134
2.29,0.8903,0.526
2.35,0.9123,0.5387
2.4,0.9343,0.5514
2.45,0.9563,0.5641
2.5,0.9782,0.5768
2.55,1.0001,0.5897
2.6,1.0219,0.6027
2.66,1.0438,0.6156
2.71,1.0656,0.6286
2.76,1.0874,0.6415
2.81,1.1093,0.6545
2.86,1.1312,0.6675
2.92,1.153,0.6804
2.97,1.1749,0.6934
3.02,1.1968,0.7064
3.07,1.2187,0.7193
3.12,1.2405,0.7323
3.17,1.2625,0.7452
3.22,1.2843,0.7582
3.28,1.3062,0.7711
3.33,1.3281,0.7842
3.38,1.35,0.7971
3.43,1.3719,0.8102
3.48,1.3938,0.8231
3.54,1.4157,0.8361
3.59,1.4376,0.8491
3.64,1.4597,0.8618
3.69,1.4825,0.8731
3.74,1.5055,0.8841
3.79,1.529,0.8937
3.84,1.5524,0.9022
3.9,1.5754,0.9071
3.95,1.5943,0.91
4.0,1.6029,0.9083
4.05,1.609,0.9066
4.11,1.6096,0.9054
4.16,1.6102,0.9041
4.21,1.6107,0.9027
4.26,1.6112,0.9013
4.31,1.6118,0.8999
4.36,1.6128,0.898
4.42,1.6141,0.8956
4.47,1.6159,0.8927
4.52,1.6181,0.8892
4.57,1.6211,0.8852
4.62,1.6247,0.8807
4.68,1.6292,0.8757
4.73,1.6343,0.8702
4.78,1.6405,0.8643
4.83,1.6474,0.8579
4.88,1.6555,0.8511
4.93,1.6642,0.8439
4.99,1.6743,0.8362
5.04,1.685,0.8282
5.09,1.6973,0.8197
5.14,1.7103,0.8109
5.19,1.7261,0.8005
5.24,1.7427,0.7895
5.29,1.7626,0.7787
5.35,1.7833,0.7678
5.4,1.8057,0.7582
5.45,1.8285,0.7487
5.5,1.8524,0.7408
5.55,1.8764,0.7332
5.6,1.9011,0.7275
5.65,1.926,0.7218
5.7,1.9512,0.7181
5.76,1.9764,0.7145
5.81,2.0017,0.7118
5.86,2.0271,0.7091
5.91,2.0523,0.7085
5.96,2.0776,0.7081
6.01,2.1027,0.7088
6.06,2.1277,0.7098
6.11,2.1525,0.712
6.17,2.1771,0.7145
6.22,2.2013,0.7184
6.27,2.2254,0.7226
6.32,2.2488,0.728
6.37,2.2721,0.7339
6.42,2.2949,0.7405
6.47,2.3175,0.7476
6.53,2.3394,0.7556
6.58,2.3611,0.764
6.63,2.3823,0.7731
6.68,2.4032,0.7826
6.73,2.4234,0.7927
6.79,2.4434,0.8032
6.84,2.4631,0.8141
6.89,2.4824,0.8255
6.94,2.5012,0.8373
6.99,2.5197,0.8494
7.04,2.5378,0.862
7.09,2.5558,0.8748
7.14,2.5736,0.8878
7.2,2.5914,0.9011
7.25,2.6091,0.9146
7.3,2.6268,0.9283
7.35,2.6442,0.9423
7.4,2.6617,0.9564
7.45,2.6792,0.9707
7.51,2.6966,0.9852
7.56,2.7138,0.9999
7.61,2.7311,1.0148
7.66,2.7482,1.0299
7.71,2.7654,1.0452
7.76,2.7824,1.0606
7.81,2.7994,1.0762
7.87,2.8163,1.092
7.92,2.8337,1.1078
7.97,2.851,1.1236
8.02,2.8683,1.1396
8.07,2.8855,1.1558
8.12,2.9027,1.1721
8.17,2.9197,1.1886
8.23,2.9369,1.2051
8.28,2.9539,1.2218
8.33,2.9704,1.2388
8.38,2.9867,1.2561
8.43,3.0037,1.2731
8.48,3.0206,1.2903
8.54,3.0368,1.3078
8.59,3.0529,1.3255
8.64,3.0697,1.343
8.69,3.0863,1.3606
8.74,3.1024,1.3786
8.79,3.1185,1.3967
8.85,3.1353,1.4145
8.9,3.152,1.4324
8.95,3.1687,1.4503
9.0,3.1853,1.4684
9.05,3.202,1.4865
9.11,3.2186,1.5048
9.16,3.2351,1.5231
9.21,3.2516,1.5415
9.26,3.2682,1.5598
9.32,3.2851,1.5781
9.37,3.3023,1.5963
9.42,3.3196,1.6143
9.47,3.3373,1.6322
9.52,3.355,1.6501
9.58,3.373,1.6678
9.63,3.391,1.6855
9.68,3.4091,1.7031
9.73,3.4274,1.7207
9.78,3.4457,1.7382
9.83,3.4641,1.7556
