t,x,y
0.02,0.0,0.0
0.07,0.0,0.0
0.12,0.0124,-0.0011
0.18,0.0377,-0.0033
0.23,0.063,-0.0054
0.28,0.0884,-0.0071
0.33,0.1137,-0.0065
0.38,0.1389,-0.0039
0.43,0.1641,-0.0011
0.48,0.1893,0.0018
0.54,0.2131,0.0077
0.59,0.2362,0.0153
0.64,0.2569,0.0253
0.69,0.2764,0.0365
0.74,0.293,0.0491
0.79,0.3084,0.0624
0.84,0.3242,0.0759
0.89,0.3401,0.0895
0.95,0.354,0.1037
1.0,0.3672,0.1182
1.05,0.3836,0.1324
1.1,0.4005,0.1467
1.15,0.4164,0.1615
1.2,0.4319,0.1765
1.25,0.4486,0.1915
1.31,0.4653,0.2066
1.36,0.4831,0.2214
1.41,0.5008,0.2364
1.46,0.519,0.2513
1.51,0.537,0.2664
1.56,0.5561,0.281
1.61,0.5751,0.2958
1.66,0.5948,0.3102
1.72,0.6147,0.3245
1.77,0.6355,0.3381
1.82,0.6562,0.3518
1.87,0.6772,0.3653
1.92,0.6982,0.3789
1.97,0.7193,0.3924
2.02,0.7404,0.406
2.08,0.7616,0.4194
2.13,0.7828,0.4329
2.18,0.804,0.4464
2.23,0.8253,0.4598
2.28,0.8467,0.4732
2.33,0.868,0.4867
2.39,0.8895,0.5001
2.44,0.9109,0.5135
2.49,0.9324,0.5268
2.54,0.9539,0.5402
2.59,0.9754,0.5535
2.64,0.997,0.5668
2.69,1.0186,0.5801
2.74,1.0402,0.5934
2.79,1.0619,0.6066
2.85,1.0835,0.6198
2.9,1.1052,0.633
2.95,1.127,0.6462
3.0,1.1487,0.6594
3.06,1.1704,0.6726
3.11,1.1921,0.6858
3.16,1.2139,0.699
3.21,1.2356,0.7122
3.26,1.2574,0.7254
3.31,1.2791,0.7386
3.37,1.3009,0.7518
3.42,1.3226,0.765
3.47,1.3444,0.7781
3.52,1.3662,0.7913
3.57,1.388,0.8045
3.62,1.4097,0.8177
3.68,1.4315,0.8309
3.73,1.4533,0.8441
3.78,1.4761,0.8555
3.83,1.499,0.8667
3.88,1.5223,0.8766
3.93,1.5458,0.8864
3.99,1.5657,0.893
4.04,1.5855,0.8994
4.09,1.6004,0.9014
4.14,1.6147,0.903
4.2,1.6173,0.9006
4.25,1.6196,0.8982
4.3,1.62,0.8966
4.35,1.6205,0.895
4.4,1.6211,0.8934
4.45,1.6217,0.8918
4.5,1.6226,0.89
4.55,1.6236,0.8879
4.6,1.6253,0.8849
4.65,1.6273,0.8817
4.7,1.6302,0.8775
4.76,1.6336,0.8731
4.81,1.6381,0.8678
4.86,1.6433,0.8622
4.91,1.6498,0.856
4.97,1.657,0.8494
5.02,1.6655,0.8424
5.07,1.6749,0.835
5.12,1.6856,0.8271
5.18,1.6975,0.8184
5.23,1.7112,0.8083
5.28,1.7265,0.7981
5.33,1.7436,0.7876
5.38,1.7627,0.7771
5.43,1.7837,0.7666
5.48,1.8057,0.7569
5.53,1.8285,0.7478
5.59,1.8521,0.7398
5.64,1.8762,0.7324
5.69,1.9007,0.7263
5.74,1.9256,0.7209
5.79,1.9507,0.7169
5.84,1.976,0.7135
5.9,2.0013,0.7115
5.95,2.0267,0.7101
6.0,2.052,0.7097
6.05,2.0773,0.7097
6.1,2.1024,0.7105
6.15,2.1275,0.7117
6.2,2.1523,0.714
6.26,2.1771,0.7167
6.31,2.2013,0.7207
6.36,2.2255,0.7251
6.41,2.2491,0.7305
6.47,2.2727,0.7362
6.52,2.2955,0.743
6.57,2.3182,0.7502
6.62,2.3405,0.758
6.67,2.3627,0.7661
6.72,2.3841,0.7752
6.77,2.4052,0.7846
6.82,2.4257,0.7948
6.88,2.446,0.8053
6.93,2.4655,0.8164
6.98,2.4848,0.8279
7.03,2.5037,0.8398
7.09,2.5224,0.852
7.14,2.5407,0.8646
7.19,2.5587,0.8775
7.24,2.5766,0.8907
7.29,2.5944,0.9041
7.34,2.6122,0.9176
7.4,2.63,0.9314
7.45,2.6477,0.9454
7.5,2.6653,0.9596
7.55,2.6829,0.9739
7.6,2.7003,0.9885
7.65,2.7176,1.0033
7.71,2.7348,1.0183
7.76,2.752,1.0335
7.81,2.7691,1.0489
7.86,2.7862,1.0644
7.91,2.8032,1.0801
7.96,2.8201,1.0959
8.01,2.8373,1.1118
8.07,2.8546,1.1278
8.12,2.8716,1.1439
8.17,2.8884,1.1604
8.22,2.9051,1.1769
8.27,2.9218,1.1937
8.32,2.9385,1.2105
8.37,2.9551,1.2274
8.43,2.9718,1.2445
8.48,2.9884,1.2617
8.53,3.0054,1.2787
8.58,3.0226,1.2958
8.63,3.0397,1.313
8.68,3.0568,1.3303
8.73,3.0732,1.348
8.79,3.0894,1.3659
8.84,3.1063,1.3835
8.89,3.1232,1.4012
8.94,3.1401,1.419
8.99,3.1569,1.4369
9.04,3.1737,1.4548
9.1,3.1904,1.4729
9.15,3.207,1.4911
9.2,3.2235,1.5094
9.25,3.24,1.5278
9.3,3.2563,1.5462
9.35,3.2729,1.5646
9.4,3.2894,1.5831
9.46,3.3066,1.6013
9.51,3.3237,1.6195
9.56,3.3414,1.6374
9.61,3.359,1.6554
9.66,3.377,1.6731
9.72,3.3949,1.6909
9.77,3.4131,1.7085
9.82,3.4313,1.726
9.87,3.45,1.7433
9.93,3.4686,1.7605
9.98,3.4873,1.7777
10.03,3.506,1.7949
10.08,3.5248,1.8121
10.13,3.5436,1.8292
10.18,3.5623,1.8464
10.24,3.5825,1.861
10.29,3.6049,1.8719
10.34,3.6273,1.883
10.39,3.6495,1.8946
10.45,3.6705,1.9085
10.5,3.6899,1.9249
10.55,3.7094,1.9414
10.6,3.7287,1.9579
10.65,3.7481,1.9744
10.7,3.7676,1.9909
10.75,3.787,2.0074
10.8,3.8065,2.0238
10.85,3.826,2.0402
10.91,3.8455,2.0566
10.96,3.865,2.073
11.01,3.8845,2.0894
11.06,3.9041,2.1057
11.11,3.9237,2.122
11.16,3.9433,2.1384
11.21,3.9629,2.1547
11.27,3.9825,2.1709
11.32,4.0021,2.1872
11.37,4.0217,2.2035
11.42,4.0414,2.2197
11.47,4.061,2.236
11.52,4.0807,2.2522
11.58,4.1004,2.2684
11.63,4.1201,2.2846
11.68,4.1398,2.3008
11.73,4.1595,2.317
11.78,4.1792,2.3331
11.83,4.1989,2.3493
11.88,4.2186,2.3655
11.94,4.2384,2.3816
11.99,4.2581,2.3978
12.04,4.2779,2.4139
12.09,4.2976,2.43
12.14,4.3174,2.4461
12.19,4.3372,2.4622
12.25,4.357,2.4783
12.3,4.3768,2.4944
12.35,4.3966,2.5104
12.4,4.4164,2.5265
12.45,4.4362,2.5425
12.5,4.456,2.5586
12.55,4.4758,2.5746
12.61,4.4957,2.5906
12.66,4.5155,2.6066
12.71,4.5354,2.6227
12.76,4.5552,2.6387
12.81,4.5751,2.6546
12.86,4.595,2.6706
12.91,4.6148,2.6866
12.97,4.6347,2.7026
13.02,4.6546,2.7185
13.07,4.6745,2.7345
13.12,4.6944,2.7504
13.17,4.7143,2.7664
13.22,4.7342,2.7823
13.27,4.7541,2.7982
13.33,4.7741,2.8141
13.38,4.794,2.83
13.43,4.8139,2.8459
13.48,4.8339,2.8618
13.53,4.8538,2.8777
13.59,4.8737,2.8936
13.64,4.8937,2.9095
13.69,4.9137,2.9254
13.74,4.9336,2.9412
13.8,4.9536,2.9571
13.85,4.9735,2.973
13.9,4.9935,2.9888
13.95,5.0135,3.0047
14.0,5.0335,3.0205
14.05,5.0535,3.0364
14.1,5.0734,3.0522
14.16,5.0934,3.068
14.21,5.1134,3.0838
14.26,5.1334,3.0997
14.31,5.1534,3.1155
14.36,5.1734,3.1313
14.41,5.1934,3.1471
14.46,5.2134,3.1629
14.52,5.2335,3.1787
14.57,5.2535,3.1945
14.62,5.2735,3.2103
14.67,5.2935,3.2261
14.72,5.3135,3.2419
14.78,5.3336,3.2577
14.83,5.3536,3.2734
14.88,5.3736,3.2892
14.93,5.3937,3.305
14.98,5.4137,3.3207
15.03,5.4338,3.3365
15.09,5.4538,3.3522
15.14,5.4739,3.368
15.19,5.4939,3.3837
15.24,5.514,3.3995
15.29,5.5341,3.4152
15.35,5.5542,3.4308
15.4,5.5744,3.4464
15.45,5.5945,3.462
15.5,5.6147,3.4777
15.55,5.6348,3.4933
15.61,5.655,3.5089
15.66,5.6751,3.5246
15.71,5.6953,3.5402
15.76,5.7154,3.5559
15.81,5.7355,3.5715
15.86,5.7556,3.5872
15.91,5.7758,3.6028
15.96,5.7959,3.6185
16.02,5.816,3.6342
16.07,5.8361,3.6499
16.12,5.8562,3.6655
16.17,5.8763,3.6812
16.22,5.8964,3.6969
16.28,5.9165,3.7126
16.33,5.9366,3.7283
16.38,5.9567,3.7439
16.43,5.9769,3.7596
16.49,5.997,3.7753
16.54,6.0171,3.791
16.59,6.0372,3.8067
16.64,6.0573,3.8224
16.69,6.0774,3.838
16.74,6.0975,3.8537
16.79,6.1176,3.8694
16.85,6.1377,3.8851
16.9,6.1578,3.9008
16.95,6.1779,3.9165
17.0,6.198,3.9322
17.05,6.2181,3.9478
17.1,6.2382,3.9635
17.16,6.2583,3.9792
17.21,6.2785,3.9949
17.26,6.2986,4.0105
17.31,6.3187,4.0262
17.36,6.3388,4.0419
17.41,6.3589,4.0576
17.47,6.379,4.0732
17.52,6.3992,4.0889
17.57,6.4193,4.1045
17.63,6.4394,4.1202
17.68,6.4595,4.1359
17.73,6.4797,4.1515
17.78,6.4998,4.1672
17.83,6.5199,4.1828
17.88,6.54,4.1985
17.93,6.5602,4.2141
17.98,6.5803,4.2298
18.04,6.6005,4.2454
18.09,6.6206,4.261
18.14,6.6408,4.2767
18.19,6.6609,4.2923
18.24,6.681,4.3079
18.3,6.7012,4.3236
18.35,6.7213,4.3392
18.4,6.7415,4.3548
18.45,6.7617,4.3704
18.5,6.7818,4.386
18.55,6.802,4.4016
18.6,6.8222,4.4172
18.65,6.8423,4.4328
18.71,6.8625,4.4484
18.76,6.8827,4.464
18.81,6.9028,4.4796
18.86,6.923,4.4952
18.91,6.9432,4.5108
18.97,6.9634,4.5264
19.02,6.9836,4.542
19.07,7.0038,4.5576
19.12,7.0239,4.5731
19.17,7.0441,4.5887
19.22,7.0643,4.6043
19.27,7.0845,4.6198
19.32,7.1047,4.6354
19.38,7.1249,4.651
19.43,7.1451,4.6665
19.48,7.1653,4.6821
19.53,7.1855,4.6976
19.58,7.2057,4.7132
19.63,7.226,4.7287
19.69,7.2462,4.7443
19.74,7.2664,4.7598
19.79,7.2866,4.7754
19.84,7.3068,4.7909
19.89,7.327,4.8064
19.94,7.3473,4.822
20.0,7.3675,4.8375
20.05,7.3877,4.853
20.1,7.408,4.8685
20.15,7.4282,4.8841
20.2,7.4484,4.8996
20.25,7.4687,4.9151
20.31,7.4889,4.9306
20.36,7.5092,4.946
20.41,7.5296,4.9613
20.46,7.55,4.9767
20.51,7.5704,4.992
20.56,7.5907,5.0073
20.61,7.6111,5.0226
20.67,7.6315,5.038
20.72,7.6518,5.0533
20.77,7.6722,5.0687
20.82,7.6925,5.0841
20.87,7.7129,5.0994
20.92,7.7332,5.1148
20.98,7.7535,5.1302
21.03,7.7739,5.1456
21.08,7.7942,5.161
21.13,7.8145,5.1764
21.19,7.8348,5.1918
21.24,7.8551,5.2073
21.29,7.8754,5.2227
21.34,7.8957,5.2381
21.39,7.916,5.2535
21.45,7.9363,5.269
21.5,7.9566,5.2844
21.55,7.9769,5.2999
21.6,7.9972,5.3153
21.65,8.0175,5.3307
21.7,8.0378,5.3462
21.75,8.0581,5.3616
21.81,8.0783,5.3771
21.86,8.0986,5.3925
21.91,8.1189,5.408
21.96,8.1392,5.4234
22.01,8.1595,5.4389
22.07,8.1798,5.4544
22.12,8.2001,5.4698
22.17,8.2203,5.4853
22.22,8.2406,5.5007
22.27,8.2609,5.5162
22.32,8.2812,5.5316
22.38,8.3015,5.5471
22.43,8.3218,5.5625
22.48,8.3421,5.578
22.53,8.3623,5.5934
22.59,8.3826,5.6089
22.64,8.4029,5.6243
22.69,8.4232,5.6397
22.74,8.4435,5.6552
22.79,8.4638,5.6706
22.85,8.4841,5.6861
22.9,8.5044,5.7015
22.95,8.5247,5.7169
23.0,8.545,5.7324
23.05,8.5653,5.7478
23.1,8.5855,5.7633
23.15,8.6056,5.779
23.2,8.6255,5.795
23.25,8.645,5.8113
23.31,8.6646,5.8277
23.36,8.6841,5.844
23.41,8.7037,5.8604
23.46,8.7232,5.8767
23.51,8.7428,5.8931
23.56,8.7623,5.9094
23.61,8.7819,5.9258
23.67,8.8014,5.9421
23.72,8.821,5.9585
23.77,8.8405,5.9748
23.82,8.8601,5.9912
23.87,8.8797,6.0075
23.92,8.8992,6.0238
23.98,8.9188,6.0402
24.03,8.9375,6.0558
24.08,8.9558,6.0711
24.13,8.972,6.0845
24.18,8.9875,6.0975
24.23,9.0011,6.1088
24.28,9.0142,6.1197
24.33,9.0161,6.1215
24.38,9.016,6.1216
24.44,9.0159,6.1217
24.49,9.0158,6.1217
24.54,9.0157,6.1218
24.59,9.0156,6.1219
24.65,9.0155,6.1219
24.7,9.0154,6.122
24.75,9.0153,6.1221
24.8,9.0152,6.1222
24.85,9.0151,6.1222
24.91,9.015,6.1223
24.96,9.015,6.1223
25.01,9.0149,6.1224
25.06,9.0148,6.1225
25.11,9.0148,6.1225
25.17,9.0147,6.1226
25.22,9.0146,6.1227
25.27,9.0146,6.1227
25.32,9.0145,6.1228
25.37,9.0145,6.1228
