t,x,y
0.0,0.0,0.0
0.06,0.0,0.0
0.11,0.0027,-0.0003
0.16,0.0153,-0.0015
0.21,0.028,-0.0027
0.26,0.0406,-0.0038
0.31,0.0532,-0.0051
0.37,0.0658,-0.0066
0.42,0.0784,-0.0073
0.47,0.091,-0.0062
0.52,0.1036,-0.005
0.57,0.1163,-0.0038
0.63,0.1289,-0.0025
0.68,0.1415,-0.0012
0.73,0.1541,0.0003
0.78,0.1667,0.0017
0.83,0.1787,0.0044
0.88,0.1903,0.0082
0.93,0.2006,0.0131
0.98,0.2098,0.019
1.04,0.2192,0.0249
1.09,0.2286,0.0309
1.14,0.2365,0.0374
1.19,0.2433,0.0443
1.24,0.2504,0.0513
1.29,0.2575,0.0585
1.34,0.2648,0.0657
1.39,0.2722,0.0731
1.45,0.2798,0.0805
1.5,0.2874,0.0881
1.55,0.2953,0.0957
1.6,0.3032,0.1034
1.65,0.3114,0.1111
1.7,0.3195,0.1189
1.76,0.3282,0.127
1.81,0.3369,0.1352
1.86,0.3465,0.1439
1.91,0.3561,0.1527
1.96,0.3666,0.162
2.01,0.3772,0.1714
2.06,0.3888,0.1812
2.11,0.4004,0.1912
2.17,0.4127,0.2015
2.22,0.4248,0.2119
2.27,0.4384,0.2228
2.32,0.4521,0.2338
2.37,0.4673,0.2454
2.42,0.4827,0.257
2.48,0.4996,0.2691
2.53,0.5165,0.2811
2.58,0.5338,0.2929
2.63,0.5511,0.3047
2.68,0.5688,0.3163
2.73,0.5866,0.3278
2.78,0.6049,0.339
2.84,0.6233,0.3501
2.89,0.6417,0.3612
2.94,0.66,0.3724
2.99,0.6784,0.3835
3.04,0.6968,0.3946
3.09,0.7152,0.4057
3.14,0.7336,0.4168
3.19,0.7521,0.4279
3.25,0.7705,0.439
3.3,0.7889,0.4501
3.35,0.8073,0.4612
3.4,0.8258,0.4723
3.45,0.8442,0.4834
3.5,0.8627,0.4944
3.56,0.8811,0.5055
3.61,0.8996,0.5166
3.66,0.918,0.5276
3.71,0.9365,0.5387
3.76,0.9549,0.5498
3.81,0.9734,0.5608
3.87,0.9919,0.5719
3.92,1.0103,0.5829
3.97,1.0288,0.594
4.02,1.0473,0.605
4.07,1.0656,0.6162
4.12,1.084,0.6276
4.17,1.1023,0.6389
4.22,1.1206,0.6502
4.28,1.1389,0.6615
4.33,1.1572,0.6728
4.38,1.1755,0.6841
4.43,1.1938,0.6955
4.49,1.2121,0.7068
4.54,1.2304,0.7181
4.59,1.2487,0.7293
4.64,1.2671,0.7407
4.69,1.2854,0.752
4.75,1.3037,0.7633
4.8,1.322,0.7746
4.85,1.3403,0.7859
4.9,1.3586,0.7972
4.95,1.377,0.8085
5.01,1.3953,0.8198
5.06,1.4136,0.8311
5.11,1.4317,0.8423
5.16,1.4499,0.8518
5.22,1.468,0.8531
5.27,1.4859,0.8539
5.32,1.5029,0.8539
5.37,1.5182,0.8529
5.42,1.5288,0.8501
5.47,1.5382,0.847
5.52,1.5452,0.8434
5.58,1.5519,0.8397
5.63,1.5583,0.8357
5.68,1.5645,0.8316
5.73,1.5705,0.8274
5.78,1.5766,0.823
5.84,1.5831,0.8184
5.89,1.5896,0.8137
5.94,1.5963,0.8089
5.99,1.6031,0.8039
6.04,1.6101,0.7987
6.1,1.6175,0.7935
6.15,1.625,0.7881
6.2,1.6327,0.7826
6.25,1.6405,0.777
6.3,1.6474,0.7725
6.35,1.6537,0.7687
6.41,1.6616,0.7648
6.46,1.6704,0.7607
6.51,1.6798,0.7562
6.56,1.6894,0.7515
6.61,1.7003,0.7463
6.66,1.7114,0.7408
6.72,1.725,0.7355
6.77,1.7391,0.7302
6.82,1.7515,0.7229
6.87,1.7633,0.715
6.92,1.7742,0.7061
6.97,1.7848,0.697
7.03,1.7929,0.6893
7.08,1.8005,0.6817
7.13,1.8091,0.6736
7.18,1.8176,0.6653
7.23,1.8247,0.6595
7.28,1.8316,0.6537
7.34,1.8382,0.6476
7.39,1.8447,0.6413
7.44,1.8513,0.6345
7.49,1.8578,0.6275
7.54,1.8651,0.62
7.59,1.8725,0.6125
7.64,1.8812,0.6047
7.7,1.8894,0.5972
7.75,1.8954,0.5916
7.8,1.9014,0.5859
7.85,1.9077,0.5796
7.9,1.9141,0.5732
7.95,1.921,0.5665
8.0,1.9283,0.5598
8.06,1.9362,0.5529
8.11,1.9444,0.546
8.16,1.9534,0.5389
8.22,1.9628,0.5317
8.27,1.9729,0.5243
8.32,1.9834,0.5168
8.37,1.9947,0.5092
8.42,2.0066,0.5016
8.47,2.0193,0.4939
8.53,2.0328,0.4863
8.58,2.047,0.4788
8.63,2.062,0.4713
8.68,2.0778,0.464
8.73,2.0943,0.4571
8.78,2.1113,0.4505
8.84,2.125,0.4443
8.89,2.1366,0.4384
8.94,2.1488,0.4321
8.99,2.1613,0.4255
9.05,2.1748,0.4191
9.1,2.1888,0.4129
9.15,2.2038,0.407
9.2,2.2192,0.4013
9.25,2.2358,0.3959
9.3,2.2527,0.3908
9.35,2.2701,0.3864
9.41,2.2875,0.3822
9.46,2.3051,0.3789
9.51,2.3226,0.3759
9.56,2.3401,0.3737
9.61,2.3577,0.3717
9.66,2.3752,0.3706
9.71,2.3927,0.3697
9.77,2.4101,0.3696
9.82,2.4274,0.3697
9.87,2.4449,0.3697
9.92,2.4624,0.3698
9.97,2.4805,0.3679
10.03,2.4977,0.3658
10.08,2.5043,0.3595
10.13,2.5101,0.3536
10.18,2.5097,0.3525
10.24,2.5097,0.3505
10.29,2.5122,0.3421
10.34,2.5149,0.3338
10.39,2.5203,0.3259
10.44,2.5262,0.3187
10.49,2.5343,0.3147
10.54,2.5418,0.3107
10.6,2.5474,0.3067
10.65,2.5519,0.3028
10.7,2.5538,0.2987
10.75,2.5553,0.295
10.8,2.5561,0.2921
10.86,2.5574,0.2894
10.91,2.5599,0.2869
10.96,2.5626,0.2847
11.01,2.5654,0.2828
11.06,2.5679,0.2808
11.11,2.5698,0.2788
11.16,2.5716,0.2767
11.22,2.5731,0.2747
11.27,2.5748,0.2729
11.32,2.5765,0.2712
11.38,2.5782,0.2697
11.43,2.5799,0.2682
11.48,2.5814,0.2667
11.53,2.5828,0.2653
11.58,2.5842,0.2639
11.63,2.5855,0.2626
11.69,2.5868,0.2613
11.74,2.5881,0.2601
11.79,2.5893,0.2589
11.84,2.5905,0.2578
11.89,2.5916,0.2567
11.94,2.5928,0.2557
12.0,2.5938,0.2547
12.05,2.5948,0.2537
12.1,2.5958,0.2528
12.15,2.5968,0.2519
12.2,2.5978,0.251
12.25,2.5987,0.2501
12.3,2.5996,0.2493
12.35,2.6004,0.2485
12.41,2.6013,0.2478
12.46,2.6021,0.247
12.51,2.6029,0.2463
12.56,2.6037,0.2455
12.61,2.6045,0.2448
12.67,2.6052,0.2441
12.72,2.6059,0.2435
12.77,2.6067,0.2428
12.82,2.6074,0.2422
12.87,2.608,0.2416
12.92,2.6087,0.241
12.98,2.6093,0.2404
13.03,2.61,0.2399
13.08,2.6106,0.2393
13.13,2.6112,0.2388
13.18,2.6118,0.2383
13.23,2.6123,0.2378
13.29,2.6129,0.2373
13.34,2.6134,0.2368
13.39,2.614,0.2363
13.44,2.6145,0.2359
13.49,2.615,0.2354
13.54,2.6155,0.235
13.6,2.616,0.2346
13.65,2.6164,0.2341
13.7,2.6169,0.2337
13.75,2.6174,0.2333
13.8,2.6178,0.233
13.85,2.6182,0.2326
13.91,2.6187,0.2322
13.96,2.6191,0.2319
14.01,2.6195,0.2315
14.06,2.6199,0.2312
14.11,2.6203,0.2308
14.16,2.6207,0.2305
14.21,2.6211,0.2302
14.27,2.6214,0.2298
14.32,2.6218,0.2295
14.37,2.6221,0.2292
14.42,2.6225,0.2289
14.47,2.6228,0.2286
14.52,2.6232,0.2283
14.58,2.6235,0.2281
14.63,2.6238,0.2278
14.68,2.6241,0.2275
14.73,2.6245,0.2273
14.78,2.6248,0.227
14.83,2.6251,0.2267
14.88,2.6254,0.2265
14.94,2.6253,0.2272
14.99,2.6252,0.228
15.04,2.6252,0.2279
15.09,2.6254,0.2274
15.14,2.6307,0.2103
15.2,2.6354,0.1945
15.25,2.636,0.196
15.3,2.6366,0.1976
15.35,2.6384,0.1991
15.4,2.6402,0.2007
15.46,2.6423,0.2025
15.51,2.6445,0.2043
15.56,2.6471,0.2062
15.61,2.6497,0.2079
15.67,2.6525,0.2093
15.72,2.6552,0.2101
15.77,2.6577,0.2093
15.82,2.6597,0.2082
15.87,2.6602,0.2064
15.92,2.6608,0.2045
15.97,2.6617,0.2025
16.03,2.6632,0.2008
16.08,2.6654,0.1994
16.13,2.6678,0.1981
16.18,2.6701,0.1968
16.24,2.6723,0.1953
16.29,2.6743,0.1936
16.34,2.6763,0.1918
16.39,2.6783,0.19
16.44,2.6805,0.1883
16.49,2.6828,0.1867
16.54,2.6852,0.1851
16.6,2.6875,0.1834
16.65,2.6899,0.1817
16.7,2.6922,0.1799
16.75,2.6946,0.1782
16.8,2.6971,0.1765
16.86,2.6996,0.1748
16.91,2.7021,0.173
16.96,2.7047,0.1713
17.01,2.7072,0.1696
17.06,2.7099,0.1678
17.11,2.7125,0.1661
17.16,2.7154,0.1642
17.22,2.7183,0.1623
17.27,2.7213,0.1604
17.32,2.7243,0.1585
17.37,2.7274,0.1566
17.42,2.7305,0.1547
17.47,2.7337,0.1528
17.53,2.737,0.1508
17.58,2.7403,0.1489
17.63,2.7436,0.147
17.68,2.7469,0.1451
17.73,2.7503,0.1432
17.78,2.7537,0.1413
17.83,2.7572,0.1394
17.88,2.7608,0.1375
17.94,2.7644,0.1356
17.99,2.7681,0.1337
18.04,2.7718,0.1318
18.09,2.7756,0.1299
18.15,2.7794,0.128
18.2,2.7833,0.1261
