t,x,y
0.02,0.0,0.0
0.07,0.0,0.0
0.12,0.0062,-0.0006
0.17,0.0188,-0.0018
0.23,0.0314,-0.003
0.28,0.0441,-0.0041
0.33,0.0567,-0.0052
0.38,0.0694,-0.0062
0.43,0.0821,-0.0059
0.48,0.0947,-0.0047
0.54,0.1073,-0.0035
0.59,0.1199,-0.0022
0.64,0.1325,-0.0009
0.69,0.1451,0.0006
0.74,0.1577,0.002
0.8,0.1703,0.0036
0.85,0.1821,0.0069
0.9,0.1936,0.0108
0.96,0.2051,0.0147
1.01,0.2166,0.0187
1.06,0.2265,0.0242
1.11,0.236,0.0301
1.16,0.2434,0.0367
1.21,0.2504,0.0436
1.26,0.2578,0.0505
1.31,0.2651,0.0576
1.37,0.2728,0.0648
1.42,0.2803,0.072
1.47,0.288,0.0794
1.52,0.2956,0.0869
1.57,0.3035,0.0945
1.63,0.3113,0.1021
1.68,0.3194,0.1098
1.73,0.3275,0.1176
1.79,0.3361,0.1256
1.83,0.3447,0.1338
1.88,0.3541,0.1423
1.94,0.3636,0.1511
1.99,0.3739,0.1602
2.04,0.3843,0.1696
2.09,0.3955,0.1793
2.14,0.407,0.1892
2.19,0.4194,0.1995
2.25,0.4322,0.21
2.3,0.4459,0.221
2.35,0.4603,0.2322
2.4,0.4757,0.2438
2.45,0.4917,0.2556
2.5,0.5086,0.2677
2.55,0.5256,0.2796
2.61,0.5429,0.2915
2.66,0.5602,0.3033
2.71,0.5776,0.3152
2.76,0.5954,0.3268
2.81,0.6137,0.3381
2.86,0.6319,0.3493
2.92,0.6502,0.3606
2.97,0.6685,0.3718
3.03,0.6868,0.383
3.08,0.7052,0.3943
3.13,0.7235,0.4055
3.18,0.7418,0.4167
3.23,0.7602,0.4279
3.28,0.7785,0.4391
3.34,0.7969,0.4503
3.39,0.8152,0.4615
3.44,0.8336,0.4726
3.49,0.852,0.4838
3.54,0.8704,0.495
3.59,0.8888,0.5061
3.64,0.9072,0.5173
3.7,0.9256,0.5284
3.75,0.944,0.5396
3.8,0.9624,0.5507
3.85,0.9808,0.5618
3.9,0.9992,0.5729
3.95,1.0177,0.5841
4.01,1.0361,0.5952
4.06,1.0545,0.6064
4.11,1.0729,0.6175
4.16,1.0913,0.6286
4.21,1.1096,0.64
4.26,1.1279,0.6513
4.31,1.1462,0.6627
4.37,1.1645,0.674
4.42,1.1828,0.6853
4.47,1.201,0.6967
4.52,1.2193,0.708
4.57,1.2376,0.7194
4.62,1.2559,0.7307
4.68,1.2742,0.7421
4.73,1.2925,0.7535
4.78,1.3107,0.7648
4.83,1.3291,0.7762
4.88,1.3474,0.7875
4.93,1.3657,0.7988
4.98,1.3839,0.8102
5.03,1.4022,0.8215
5.09,1.4203,0.8328
5.14,1.4383,0.8439
5.19,1.4556,0.8502
5.24,1.472,0.8508
5.29,1.4878,0.8505
5.34,1.5028,0.8494
5.4,1.5146,0.8474
5.45,1.5236,0.8446
5.5,1.5318,0.8415
5.55,1.5395,0.838
5.6,1.5469,0.8344
5.65,1.5541,0.8305
5.71,1.5613,0.8264
5.76,1.5683,0.8221
5.81,1.5754,0.8177
5.86,1.5824,0.8132
5.91,1.5896,0.8084
5.96,1.5967,0.8036
6.01,1.6041,0.7986
6.07,1.6115,0.7934
6.12,1.6191,0.7882
6.17,1.6268,0.7828
6.22,1.6349,0.7773
6.27,1.6429,0.7717
6.33,1.6499,0.7674
6.38,1.6566,0.7631
6.43,1.662,0.759
6.48,1.6673,0.7547
6.53,1.6721,0.7502
6.58,1.6767,0.7456
6.64,1.6884,0.7408
6.69,1.7001,0.7358
6.74,1.7153,0.7312
6.79,1.7306,0.7264
6.84,1.7486,0.7212
6.9,1.7658,0.7155
6.95,1.7783,0.7069
7.0,1.7897,0.6983
7.05,1.7961,0.6906
7.1,1.8024,0.6827
7.15,1.8092,0.6742
7.2,1.8163,0.6654
7.25,1.8253,0.6562
7.31,1.8339,0.6476
7.36,1.8417,0.6409
7.41,1.8495,0.6339
7.46,1.8576,0.6265
7.51,1.8658,0.6188
7.56,1.8745,0.6107
7.61,1.8822,0.6034
7.66,1.8886,0.5976
7.72,1.895,0.5915
7.77,1.9015,0.585
7.82,1.9082,0.5784
7.87,1.9151,0.5717
7.92,1.9226,0.5646
7.97,1.9307,0.5572
8.02,1.9393,0.5497
8.08,1.9485,0.5422
8.13,1.9584,0.5345
8.18,1.9688,0.5264
8.23,1.9801,0.5185
8.28,1.9917,0.5105
8.33,2.0044,0.5025
8.38,2.0175,0.4945
8.43,2.0317,0.4865
8.49,2.0464,0.4785
8.54,2.0623,0.4707
8.59,2.0786,0.463
8.64,2.0955,0.4561
8.69,2.1125,0.4494
8.75,2.1255,0.443
8.8,2.1377,0.4368
8.85,2.1508,0.4301
8.9,2.164,0.4234
8.95,2.1786,0.417
9.0,2.1933,0.4106
9.05,2.2094,0.4046
9.11,2.2257,0.3986
9.16,2.2427,0.3928
9.21,2.2597,0.3872
9.26,2.2772,0.3827
9.31,2.2947,0.3784
9.37,2.3123,0.3754
9.42,2.3299,0.3725
9.47,2.3474,0.3707
9.52,2.365,0.369
9.57,2.3826,0.3681
9.62,2.4001,0.3675
9.67,2.4175,0.3676
9.73,2.4349,0.3679
9.78,2.4523,0.3684
9.83,2.4695,0.3685
9.88,2.4866,0.367
9.94,2.5014,0.3642
9.99,2.5109,0.3577
10.04,2.5174,0.3522
10.09,2.5179,0.3485
10.14,2.5184,0.3451
10.19,2.5191,0.3422
10.24,2.5232,0.337
10.3,2.5322,0.3287
10.35,2.5411,0.3216
10.4,2.5499,0.3158
10.45,2.5572,0.3101
10.5,2.563,0.3046
10.55,2.5671,0.2995
10.61,2.5699,0.2949
10.66,2.5733,0.2907
10.71,2.5773,0.287
10.76,2.5814,0.2837
10.81,2.5855,0.2807
10.86,2.5891,0.2776
10.91,2.5924,0.2746
10.97,2.5956,0.2716
11.02,2.5986,0.2688
11.07,2.6017,0.2662
11.12,2.6047,0.2637
11.17,2.6075,0.2613
11.22,2.6103,0.2589
11.28,2.613,0.2567
11.33,2.6156,0.2545
11.38,2.6181,0.2524
11.43,2.6206,0.2504
11.48,2.623,0.2485
11.53,2.6254,0.2465
11.58,2.6277,0.2447
11.64,2.63,0.2429
11.69,2.6322,0.2412
11.74,2.6344,0.2395
11.79,2.6366,0.2378
11.84,2.6387,0.2361
11.89,2.6408,0.2345
11.94,2.6429,0.2329
12.0,2.6449,0.2314
12.05,2.6469,0.2299
12.1,2.6489,0.2285
12.15,2.6505,0.2274
12.2,2.6506,0.228
12.25,2.6507,0.2287
12.31,2.6508,0.2292
12.36,2.651,0.2292
12.41,2.6519,0.2274
12.46,2.6548,0.2253
12.51,2.6635,0.2227
12.56,2.6692,0.2211
12.62,2.669,0.2212
12.67,2.6688,0.2213
12.72,2.6684,0.2212
12.77,2.6681,0.2212
12.82,2.6678,0.2211
12.87,2.6675,0.2211
12.93,2.6673,0.2211
12.98,2.6671,0.2212
13.03,2.6668,0.2212
13.08,2.6666,0.2213
13.13,2.6664,0.2213
13.18,2.6663,0.2214
13.23,2.6661,0.2215
13.29,2.6659,0.2216
13.34,2.6658,0.2217
13.39,2.6656,0.2218
13.44,2.6655,0.2219
13.49,2.6654,0.222
13.55,2.6652,0.2221
13.6,2.6651,0.2222
13.65,2.665,0.2223
13.7,2.6649,0.2225
13.75,2.6648,0.2226
13.8,2.6647,0.2227
13.85,2.6646,0.2228
13.91,2.6645,0.2229
13.96,2.6644,0.2231
14.01,2.6643,0.2232
14.06,2.6642,0.2233
14.11,2.6641,0.2234
14.16,2.664,0.2235
14.21,2.6639,0.2236
14.27,2.6638,0.2238
14.32,2.6637,0.2239
14.37,2.6636,0.224
14.42,2.6636,0.2241
14.47,2.6635,0.2242
14.52,2.6634,0.2244
14.58,2.6633,0.2245
14.63,2.6632,0.2246
14.68,2.6631,0.2247
14.73,2.6631,0.2248
14.78,2.6649,0.2278
14.83,2.6758,0.2442
14.88,2.6873,0.2604
14.94,2.7013,0.2756
14.99,2.7155,0.2906
15.04,2.7306,0.3051
15.09,2.7463,0.319
15.14,2.7633,0.3315
15.19,2.7805,0.3437
15.25,2.7981,0.3552
15.3,2.8162,0.3656
15.35,2.835,0.3744
15.4,2.8538,0.3831
15.45,2.8726,0.3918
15.5,2.8913,0.4008
15.55,2.9099,0.4102
15.6,2.9284,0.42
15.66,2.9468,0.4301
15.71,2.965,0.4406
15.76,2.9829,0.4516
15.82,3.0007,0.4629
15.87,3.0183,0.4746
15.92,3.0355,0.4867
15.97,3.0525,0.4991
16.02,3.0693,0.5119
16.07,3.0859,0.5248
16.12,3.1017,0.5385
16.17,3.1172,0.5526
16.23,3.1326,0.5667
16.28,3.1479,0.5809
16.33,3.1633,0.5951
16.38,3.1786,0.6094
16.43,3.1939,0.6237
16.48,3.2091,0.6381
16.54,3.2243,0.6525
16.59,3.2395,0.667
16.64,3.2548,0.6814
16.69,3.27,0.6958
16.75,3.2853,0.7102
16.8,3.3006,0.7247
16.85,3.3158,0.7392
16.9,3.3309,0.7538
16.96,3.346,0.7685
17.01,3.361,0.7831
17.06,3.376,0.7979
17.12,3.3909,0.8128
17.17,3.4055,0.8279
17.22,3.42,0.843
17.27,3.4344,0.8584
17.32,3.4486,0.8738
17.37,3.4627,0.8894
17.42,3.4754,0.9053
17.47,3.4825,0.9227
17.53,3.4905,0.9401
17.58,3.5015,0.9576
17.63,3.5126,0.9751
17.68,3.5242,0.9925
17.73,3.5358,1.0099
17.78,3.5479,1.0273
17.83,3.5599,1.0446
17.88,3.5721,1.0618
17.94,3.5845,1.0791
17.99,3.597,1.0963
18.04,3.6097,1.1134
18.09,3.6225,1.1304
18.14,3.6355,1.1474
18.2,3.6485,1.1644
18.25,3.6616,1.1813
18.3,3.6748,1.1981
18.35,3.6882,1.2149
18.4,3.7017,1.2316
18.45,3.7153,1.2482
18.5,3.729,1.2648
18.55,3.7427,1.2813
18.6,3.7565,1.2979
18.66,3.7704,1.3143
18.71,3.7844,1.3306
18.76,3.7984,1.3469
18.81,3.8125,1.3632
18.86,3.8268,1.3794
18.92,3.841,1.3955
18.97,3.8553,1.4116
19.02,3.8696,1.4277
19.07,3.884,1.4437
19.12,3.8985,1.4597
19.17,3.913,1.4755
19.23,3.9275,1.4914
19.28,3.9421,1.5073
19.33,3.9567,1.5231
19.38,3.9714,1.5388
19.43,3.9861,1.5546
19.48,4.0009,1.5702
19.54,4.0156,1.5859
19.59,4.0305,1.6015
19.64,4.0453,1.6171
19.69,4.0602,1.6326
19.74,4.0751,1.6482
19.8,4.0901,1.6636
19.85,4.1051,1.6791
19.9,4.1201,1.6945
19.95,4.1351,1.7099
20.0,4.1502,1.7253
20.05,4.1654,1.7406
20.1,4.1805,1.7559
20.16,4.1956,1.7712
20.21,4.2108,1.7864
20.26,4.226,1.8016
20.31,4.2413,1.8168
20.36,4.2568,1.8317
20.42,4.2728,1.846
20.47,4.2888,1.8603
20.53,4.3048,1.8745
20.58,4.3209,1.8888
20.63,4.3369,1.9031
20.68,4.3529,1.9174
20.73,4.3689,1.9317
20.78,4.3849,1.946
20.84,4.4009,1.9604
20.89,4.4169,1.9747
20.94,4.4328,1.9891
20.99,4.4488,2.0035
21.04,4.4648,2.0179
21.1,4.4807,2.0323
21.15,4.4967,2.0467
21.2,4.5126,2.0611
21.25,4.5286,2.0755
21.3,4.5445,2.09
21.35,4.5605,2.1044
21.4,4.5764,2.1189
21.45,4.5923,2.1333
21.51,4.6082,2.1478
21.56,4.6242,2.1623
21.61,4.6401,2.1768
21.66,4.656,2.1912
21.71,4.6719,2.2057
21.77,4.6878,2.2202
21.82,4.7037,2.2347
21.87,4.7196,2.2492
21.92,4.7355,2.2637
21.97,4.7515,2.2782
22.02,4.7674,2.2927
22.07,4.7833,2.3072
22.13,4.7992,2.3217
22.18,4.8151,2.3362
22.23,4.831,2.3507
22.28,4.8469,2.3652
22.33,4.8628,2.3797
22.38,4.8787,2.3942
22.43,4.8946,2.4087
22.49,4.9105,2.4232
22.54,4.9264,2.4377
22.59,4.9423,2.4523
22.64,4.9582,2.4668
22.7,4.9741,2.4813
22.75,4.99,2.4958
22.8,5.0059,2.5103
22.85,5.0218,2.5248
22.9,5.0377,2.5394
22.95,5.0536,2.5539
23.01,5.0695,2.5684
23.06,5.0854,2.5829
23.11,5.1013,2.5974
23.16,5.1172,2.612
23.21,5.1331,2.6265
23.26,5.149,2.641
23.31,5.1649,2.6555
23.37,5.1808,2.6701
23.42,5.1967,2.6845
23.47,5.2127,2.699
23.52,5.2286,2.7134
23.58,5.2446,2.7278
23.63,5.2606,2.7423
23.68,5.2765,2.7567
23.73,5.2925,2.7712
23.78,5.3085,2.7856
23.83,5.3244,2.8001
23.88,5.3404,2.8145
23.93,5.3564,2.829
23.98,5.3723,2.8434
24.04,5.3883,2.8578
24.09,5.4043,2.8723
24.14,5.4202,2.8867
24.19,5.4362,2.9012
24.24,5.4521,2.9156
24.29,5.4681,2.9301
24.35,5.484,2.9445
24.4,5.4999,2.9588
24.45,5.5146,2.9718
24.5,5.5291,2.9845
24.55,5.5426,2.9959
24.61,5.5561,3.0072
24.66,5.568,3.0168
24.71,5.5796,3.0261
24.76,5.5795,3.026
24.81,5.5793,3.0259
24.86,5.5787,3.0254
24.91,5.5781,3.0249
24.96,5.5775,3.0244
25.02,5.5769,3.024
25.07,5.5764,3.0236
25.12,5.5759,3.0232
25.17,5.5754,3.0229
25.23,5.5755,3.0226
25.28,5.5773,3.0226
25.33,5.5797,3.0231
25.38,5.5838,3.0247
25.43,5.5894,3.0258
25.48,5.5998,3.0252
25.53,5.6089,3.0239
25.58,5.6153,3.0213
25.64,5.6206,3.0185
25.69,5.6241,3.0155
25.74,5.6275,3.0125
25.79,5.6309,3.0093
25.84,5.6346,3.0058
25.9,5.6387,3.0021
25.95,5.6433,2.9981
26.0,5.6484,2.9938
26.05,5.654,2.9893
26.1,5.66,2.9845
26.15,5.6665,2.9796
26.21,5.6736,2.9745
26.26,5.6814,2.9691
26.31,5.6896,2.9636
26.36,5.6986,2.9578
26.41,5.708,2.9519
26.46,5.7184,2.9458
26.51,5.7292,2.9395
26.57,5.7411,2.9333
26.62,5.7534,2.9268
26.67,5.767,2.9205
26.72,5.781,2.914
26.77,5.7964,2.9078
26.82,5.8122,2.9016
26.87,5.8291,2.896
26.92,5.8461,2.8905
26.98,5.8637,2.8859
27.03,5.8814,2.8813
27.08,5.8995,2.8778
27.13,5.9176,2.8743
27.18,5.9361,2.8719
27.24,5.9546,2.8695
27.29,5.9731,2.8676
27.34,5.9917,2.8657
27.39,6.0104,2.8652
27.44,6.0291,2.8647
27.5,6.0479,2.8649
27.55,6.0667,2.8649
27.6,6.0855,2.8627
27.65,6.1036,2.8595
27.7,6.1185,2.8521
27.75,6.1323,2.8446
27.8,6.1424,2.8369
27.85,6.1531,2.83
27.9,6.1658,2.8255
27.96,6.1781,2.8216
28.01,6.1896,2.819
28.06,6.2007,2.8159
28.11,6.2108,2.8114
28.16,6.2203,2.8068
28.21,6.2286,2.8019
28.27,6.2375,2.7976
28.32,6.2472,2.7944
28.37,6.2572,2.7915
28.42,6.2675,2.7891
28.47,6.2778,2.7863
28.52,6.288,2.7831
28.57,6.2984,2.78
28.63,6.309,2.7769
28.68,6.3198,2.7742
28.73,6.3309,2.7718
28.78,6.3422,2.7696
28.83,6.3537,2.7674
28.88,6.3654,2.7654
28.94,6.3773,2.7634
28.99,6.3894,2.7617
29.04,6.4017,2.7601
29.09,6.4144,2.7589
29.14,6.4271,2.7578
29.19,6.4402,2.757
29.25,6.4535,2.7563
29.3,6.4635,2.76
29.35,6.4726,2.7649
29.4,6.4843,2.7648
29.46,6.4964,2.7636
29.51,6.5092,2.7633
29.56,6.5221,2.7632
29.61,6.5355,2.7642
29.66,6.549,2.7654
29.71,6.5632,2.7668
29.76,6.5775,2.7682
29.81,6.5922,2.77
29.86,6.6069,2.7719
29.92,6.622,2.7749
29.97,6.6372,2.7781
30.02,6.6527,2.7823
30.07,6.6683,2.7867
30.12,6.6845,2.7917
30.18,6.7008,2.7969
30.23,6.7176,2.8028
30.28,6.7344,2.8091
30.33,6.7514,2.8163
30.38,6.7683,2.824
30.43,6.7852,2.8327
30.49,6.8031,2.8402
30.54,6.8244,2.843
30.59,6.845,2.8471
30.64,6.8642,2.8543
30.7,6.8823,2.8624
30.75,6.8973,2.873
30.8,6.9116,2.8839
30.85,6.9248,2.8954
30.9,6.938,2.9071
30.96,6.9509,2.9191
31.01,6.9638,2.9312
31.06,6.9766,2.9436
31.11,6.9891,2.9562
31.16,7.0014,2.969
31.21,7.0134,2.9821
31.26,7.0252,2.9954
31.32,7.0366,3.0089
31.37,7.0477,3.0226
31.42,7.0585,3.0365
31.47,7.069,3.0506
31.52,7.0792,3.0649
31.58,7.089,3.0794
31.63,7.0985,3.0941
31.68,7.1077,3.109
31.73,7.1182,3.124
31.78,7.1292,3.1392
31.83,7.1395,3.1546
31.88,7.1493,3.1701
31.93,7.1586,3.1858
31.98,7.1675,3.2017
32.04,7.1761,3.2177
32.09,7.1845,3.2339
32.14,7.1913,3.2498
32.19,7.1977,3.2658
32.24,7.2035,3.2818
32.3,7.2091,3.2979
32.35,7.2139,3.3139
32.4,7.2184,3.33
32.45,7.2223,3.346
32.5,7.2257,3.3621
32.56,7.2279,3.3775
