t,x,y
0.0,0.0,0.0
0.05,0.0,0.0
0.11,0.0005,-0.0
0.16,0.0131,-0.0012
0.21,0.0257,-0.0025
0.26,0.0384,-0.0037
0.31,0.051,-0.0047
0.37,0.0636,-0.0033
0.42,0.0762,-0.0019
0.47,0.0888,-0.0006
0.52,0.1014,0.0008
0.57,0.114,0.0023
0.62,0.1266,0.0038
0.68,0.1391,0.0055
0.73,0.1517,0.0072
0.78,0.1642,0.009
0.83,0.1764,0.0115
0.88,0.1877,0.0156
0.93,0.1982,0.0205
0.98,0.2073,0.0266
1.03,0.2163,0.0327
1.09,0.2255,0.0389
1.14,0.2336,0.0454
1.19,0.2402,0.0524
1.24,0.2469,0.0596
1.29,0.2538,0.0669
1.34,0.2609,0.0742
1.4,0.2681,0.0817
1.45,0.2754,0.0893
1.5,0.2829,0.097
1.55,0.2905,0.1047
1.6,0.2982,0.1126
1.65,0.3061,0.1204
1.7,0.3141,0.1284
1.75,0.3226,0.1366
1.81,0.3313,0.1451
1.86,0.3406,0.1539
1.91,0.3502,0.163
1.96,0.3605,0.1724
2.01,0.371,0.182
2.07,0.3825,0.192
2.12,0.3942,0.2021
2.17,0.407,0.2127
2.22,0.42,0.2234
2.27,0.4345,0.2345
2.33,0.4492,0.2458
2.38,0.4658,0.2577
2.43,0.4825,0.2696
2.48,0.4998,0.2813
2.53,0.5171,0.2931
2.58,0.5346,0.3047
2.63,0.5521,0.3163
2.69,0.57,0.3277
2.74,0.5878,0.3391
2.79,0.6063,0.3501
2.84,0.6249,0.361
2.89,0.6434,0.3719
2.94,0.6619,0.3828
3.0,0.6805,0.3937
3.05,0.699,0.4046
3.1,0.7176,0.4155
3.15,0.7361,0.4265
3.2,0.7546,0.4374
3.26,0.7732,0.4483
3.31,0.7917,0.4592
3.36,0.8103,0.4701
3.41,0.8288,0.481
3.46,0.8474,0.492
3.51,0.8659,0.5029
3.56,0.8844,0.5138
3.62,0.903,0.5247
3.67,0.9215,0.5357
3.72,0.9401,0.5466
3.77,0.9586,0.5575
3.82,0.9772,0.5685
3.87,0.9957,0.5794
3.93,1.0142,0.5905
3.98,1.0326,0.6015
4.03,1.0511,0.6125
4.08,1.0696,0.6236
4.13,1.0881,0.6346
4.19,1.1066,0.6456
4.24,1.1251,0.6566
4.29,1.1436,0.6677
4.34,1.1621,0.6787
4.39,1.1806,0.6897
4.44,1.199,0.7007
4.49,1.2175,0.7118
4.54,1.236,0.7228
4.6,1.2545,0.7338
4.65,1.273,0.7448
4.7,1.2915,0.7558
