t,x,y
0.01,0.0,0.0
0.07,0.0,0.0
0.12,0.0037,-0.0003
0.17,0.0163,-0.0016
0.22,0.029,-0.0028
0.27,0.0416,-0.0039
0.32,0.0543,-0.0051
0.37,0.0669,-0.0061
0.42,0.0796,-0.0062
0.48,0.0922,-0.0051
0.53,0.1048,-0.0038
0.58,0.1174,-0.0026
0.63,0.1301,-0.0012
0.68,0.1427,0.0002
0.73,0.1552,0.0017
0.78,0.1678,0.0032
0.84,0.1798,0.0061
0.89,0.1913,0.01
0.94,0.2028,0.0139
0.99,0.2143,0.0179
1.04,0.2246,0.023
1.09,0.2341,0.0289
1.14,0.2437,0.0348
1.2,0.2534,0.0408
1.25,0.2614,0.0474
1.3,0.2688,0.0544
1.35,0.2764,0.0614
1.4,0.284,0.0686
1.46,0.2919,0.0758
1.51,0.2998,0.0832
1.56,0.3079,0.0906
1.61,0.316,0.098
1.66,0.3244,0.1055
1.72,0.3327,0.1131
1.77,0.3418,0.1211
1.82,0.3509,0.1293
1.87,0.3608,0.1379
1.92,0.3707,0.1467
1.98,0.3811,0.1557
2.03,0.3914,0.1649
2.08,0.4027,0.1745
2.13,0.414,0.1843
2.18,0.4265,0.1946
2.23,0.439,0.205
2.29,0.4528,0.2159
2.34,0.4667,0.227
2.39,0.4822,0.2386
2.44,0.4978,0.2504
2.49,0.5145,0.2625
2.54,0.5312,0.2747
2.59,0.548,0.2869
2.64,0.5649,0.2991
2.69,0.5822,0.3111
2.75,0.5997,0.3229
2.8,0.6178,0.3344
2.85,0.6359,0.3458
2.9,0.6541,0.3572
2.95,0.6723,0.3686
3.0,0.6905,0.3799
3.06,0.7087,0.3913
3.11,0.7269,0.4026
3.16,0.7451,0.414
3.21,0.7634,0.4253
3.26,0.7817,0.4366
3.32,0.7999,0.4479
3.37,0.8182,0.4592
3.42,0.8365,0.4704
3.47,0.8548,0.4817
3.52,0.8732,0.493
3.57,0.8915,0.5042
3.62,0.9098,0.5155
3.67,0.9282,0.5267
3.73,0.9465,0.5379
3.78,0.9649,0.5491
3.83,0.9832,0.5603
3.88,1.0016,0.5715
3.93,1.0201,0.5826
3.98,1.0385,0.5937
4.04,1.0569,0.6049
4.09,1.0753,0.616
4.14,1.0937,0.6271
4.19,1.1122,0.6383
4.24,1.1306,0.6494
4.3,1.149,0.6605
4.35,1.1674,0.6717
4.4,1.1859,0.6828
4.45,1.2043,0.6939
4.5,1.2227,0.7051
4.55,1.2411,0.7162
4.61,1.2595,0.7273
4.66,1.278,0.7385
4.71,1.2964,0.7496
4.76,1.3148,0.7608
4.81,1.3332,0.7719
4.86,1.3517,0.783
4.92,1.3701,0.7942
4.97,1.3885,0.8053
5.02,1.407,0.8164
5.07,1.4254,0.8276
5.12,1.4438,0.8387
5.17,1.4624,0.8493
5.22,1.4816,0.8583
5.28,1.5007,0.8673
5.33,1.5197,0.8762
5.38,1.5389,0.8846
5.43,1.5584,0.8917
5.49,1.5755,0.8971
5.54,1.5882,0.8994
5.59,1.5961,0.9001
5.64,1.5976,0.8985
5.69,1.5986,0.8972
5.74,1.599,0.8963
5.8,1.5994,0.8954
5.85,1.5998,0.8945
5.9,1.6003,0.8934
5.95,1.6011,0.892
6.0,1.6022,0.8903
6.06,1.6034,0.8884
6.11,1.6051,0.886
6.16,1.6071,0.8834
6.21,1.6096,0.8804
6.26,1.6123,0.8772
6.31,1.6158,0.8737
6.36,1.6194,0.8699
6.42,1.6238,0.8658
6.47,1.6283,0.8615
6.52,1.6336,0.8569
6.57,1.639,0.8521
6.62,1.6453,0.847
6.68,1.6517,0.8416
6.73,1.6591,0.836
6.78,1.6666,0.8302
6.83,1.6752,0.824
6.88,1.6839,0.8178
6.94,1.6939,0.8112
6.99,1.704,0.8045
7.04,1.7155,0.7976
7.09,1.7271,0.7906
7.14,1.7395,0.7834
7.19,1.7518,0.7761
7.24,1.7661,0.7689
7.29,1.7805,0.7616
7.35,1.797,0.7548
7.4,1.8136,0.7481
7.45,1.831,0.7423
7.5,1.8485,0.7366
7.55,1.8663,0.7317
7.6,1.8843,0.7271
7.65,1.9025,0.7233
7.71,1.9208,0.7198
7.76,1.9393,0.717
7.81,1.9579,0.7147
7.86,1.9765,0.713
7.91,1.9952,0.7118
7.96,2.0139,0.7113
8.02,2.0326,0.7111
8.07,2.0513,0.7114
8.12,2.0699,0.7119
8.18,2.0886,0.7125
