t,name,x,y
0.01,obstacle_cat,2.974,0.969
0.07,obstacle_cat,2.974,0.969
0.12,obstacle_cat,2.974,0.969
0.18,obstacle_cat,2.974,0.969
0.24,obstacle_cat,2.974,0.969
0.3,obstacle_cat,2.974,0.969
0.36,obstacle_cat,2.974,0.969
0.41,obstacle_cat,2.974,0.969
0.47,obstacle_cat,2.974,0.969
0.52,obstacle_cat,2.974,0.969
0.59,obstacle_cat,2.974,0.969
0.65,obstacle_cat,2.974,0.969
0.71,obstacle_cat,2.974,0.969
0.78,obstacle_cat,2.974,0.969
0.84,obstacle_cat,2.974,0.969
0.89,obstacle_cat,2.974,0.969
0.95,obstacle_cat,2.974,0.969
1.01,obstacle_cat,2.974,0.969
1.07,obstacle_cat,2.974,0.969
1.12,obstacle_cat,2.974,0.969
1.18,obstacle_cat,2.974,0.969
1.24,obstacle_cat,2.974,0.969
1.29,obstacle_cat,2.974,0.969
1.35,obstacle_cat,2.974,0.969
1.41,obstacle_cat,2.974,0.969
1.46,obstacle_cat,2.974,0.969
1.52,obstacle_cat,2.974,0.969
1.58,obstacle_cat,2.974,0.969
1.64,obstacle_cat,2.974,0.969
1.7,obstacle_cat,2.974,0.969
1.76,obstacle_cat,2.974,0.969
1.82,obstacle_cat,2.974,0.969
1.88,obstacle_cat,2.974,0.969
1.94,obstacle_cat,2.974,0.969
2.0,obstacle_cat,2.974,0.969
2.05,obstacle_cat,2.974,0.969
2.11,obstacle_cat,2.974,0.969
2.17,obstacle_cat,2.974,0.969
2.23,obstacle_cat,2.974,0.969
2.28,obstacle_cat,2.974,0.969
2.34,obstacle_cat,2.974,0.969
2.4,obstacle_cat,2.974,0.969
2.46,obstacle_cat,2.974,0.969
2.52,obstacle_cat,2.974,0.969
2.58,obstacle_cat,2.974,0.969
2.63,obstacle_cat,2.974,0.969
2.69,obstacle_cat,2.974,0.969
2.74,obstacle_cat,2.974,0.969
2.8,obstacle_cat,2.974,0.969
2.86,obstacle_cat,2.974,0.969
2.91,obstacle_cat,2.974,0.969
2.98,obstacle_cat,2.974,0.969
3.03,obstacle_cat,2.974,0.969
3.1,obstacle_cat,2.974,0.969
3.16,obstacle_cat,2.974,0.969
3.21,obstacle_cat,2.974,0.969
3.27,obstacle_cat,2.974,0.969
3.32,obstacle_cat,2.974,0.969
3.38,obstacle_cat,2.974,0.969
3.44,obstacle_cat,2.974,0.969
3.5,obstacle_cat,2.974,0.969
3.55,obstacle_cat,2.974,0.969
3.61,obstacle_cat,2.974,0.969
3.67,obstacle_cat,2.974,0.969
3.73,obstacle_cat,2.974,0.969
3.79,obstacle_cat,2.974,0.969
3.85,obstacle_cat,2.974,0.969
3.92,obstacle_cat,2.974,0.969
3.97,obstacle_cat,2.974,0.969
4.03,obstacle_cat,2.974,0.969
4.09,obstacle_cat,2.974,0.969
4.15,obstacle_cat,2.974,0.969
4.21,obstacle_cat,2.974,0.969
4.27,obstacle_cat,2.974,0.969
4.33,obstacle_cat,2.974,0.969
4.39,obstacle_cat,2.974,0.969
4.45,obstacle_cat,2.974,0.969
4.51,obstacle_cat,2.974,0.969
4.57,obstacle_cat,2.974,0.969
4.62,obstacle_cat,2.974,0.969
4.68,obstacle_cat,2.974,0.969
4.74,obstacle_cat,2.974,0.969
4.8,obstacle_cat,2.974,0.969
4.86,obstacle_cat,2.974,0.969
4.91,obstacle_cat,2.974,0.969
4.98,obstacle_cat,2.974,0.969
5.03,obstacle_cat,2.974,0.969
5.1,obstacle_cat,2.974,0.969
5.16,obstacle_cat,2.974,0.969
5.22,obstacle_cat,2.974,0.969
5.28,obstacle_cat,2.974,0.969
5.34,obstacle_cat,2.974,0.969
5.39,obstacle_cat,2.974,0.969
5.45,obstacle_cat,2.974,0.969
5.51,obstacle_cat,2.974,0.969
5.57,obstacle_cat,2.974,0.969
5.62,obstacle_cat,2.974,0.969
5.68,obstacle_cat,2.974,0.969
5.74,obstacle_cat,2.974,0.969
5.8,obstacle_cat,2.974,0.969
5.85,obstacle_cat,2.974,0.969
5.91,obstacle_cat,2.974,0.969
5.97,obstacle_cat,2.974,0.969
6.03,obstacle_cat,2.974,0.969
6.09,obstacle_cat,2.974,0.969
6.15,obstacle_cat,2.974,0.969
6.2,obstacle_cat,2.974,0.969
6.26,obstacle_cat,2.974,0.969
6.31,obstacle_cat,2.974,0.969
6.37,obstacle_cat,2.974,0.969
6.43,obstacle_cat,2.974,0.969
6.5,obstacle_cat,2.974,0.969
6.55,obstacle_cat,2.974,0.969
6.61,obstacle_cat,2.974,0.969
6.67,obstacle_cat,2.974,0.969
6.73,obstacle_cat,2.974,0.969
6.78,obstacle_cat,2.974,0.969
6.84,obstacle_cat,2.974,0.969
6.9,obstacle_cat,2.974,0.969
6.96,obstacle_cat,2.974,0.969
7.01,obstacle_cat,2.974,0.969
7.07,obstacle_cat,2.974,0.969
7.13,obstacle_cat,2.974,0.969
7.18,obstacle_cat,2.974,0.969
7.25,obstacle_cat,2.974,0.969
7.31,obstacle_cat,2.974,0.969
7.36,obstacle_cat,2.974,0.969
7.42,obstacle_cat,2.974,0.969
7.48,obstacle_cat,2.974,0.969
7.53,obstacle_cat,2.974,0.969
7.59,obstacle_cat,2.974,0.969
7.64,obstacle_cat,2.974,0.969
7.7,obstacle_cat,2.974,0.969
7.75,obstacle_cat,2.974,0.969
7.81,obstacle_cat,2.974,0.969
7.87,obstacle_cat,2.974,0.969
7.93,obstacle_cat,2.974,0.969
7.99,obstacle_cat,2.974,0.969
8.05,obstacle_cat,2.974,0.969
8.1,obstacle_cat,2.974,0.969
8.15,obstacle_cat,2.974,0.969
8.21,obstacle_cat,2.974,0.969
8.28,obstacle_cat,2.974,0.969
8.34,obstacle_cat,2.974,0.969
8.39,obstacle_cat,2.974,0.969
8.45,obstacle_cat,2.974,0.969
8.51,obstacle_cat,2.974,0.969
8.57,obstacle_cat,2.974,0.969
8.63,obstacle_cat,2.974,0.969
8.68,obstacle_cat,2.974,0.969
8.74,obstacle_cat,2.974,0.969
8.8,obstacle_cat,2.974,0.969
8.86,obstacle_cat,2.974,0.969
8.91,obstacle_cat,2.974,0.969
