t,x,y
0.02,0.0,0.0
0.08,0.0,0.0
0.13,0.0067,-0.0006
0.18,0.0193,-0.0019
0.23,0.0319,-0.0031
0.28,0.0446,-0.0043
0.33,0.0572,-0.0054
0.39,0.0699,-0.0064
0.44,0.0825,-0.006
0.49,0.0952,-0.0049
0.55,0.0996,-0.0033
0.6,0.0998,-0.0017
0.65,0.1093,-0.0001
0.7,0.1219,0.0014
0.75,0.1345,0.003
0.8,0.1471,0.0045
0.85,0.1588,0.0082
0.91,0.1702,0.0124
0.96,0.1817,0.0167
1.01,0.1932,0.021
1.06,0.2026,0.0269
1.11,0.2118,0.0332
1.16,0.2212,0.0395
1.21,0.2306,0.0459
1.26,0.2376,0.053
1.32,0.2444,0.0603
1.37,0.2514,0.0678
1.42,0.2582,0.0753
1.47,0.2654,0.0829
1.52,0.2725,0.0907
1.58,0.2799,0.0985
1.63,0.2872,0.1065
1.68,0.2949,0.1145
1.73,0.3025,0.1225
1.78,0.3104,0.1306
1.83,0.3184,0.1389
1.88,0.3269,0.1475
1.94,0.3356,0.1564
1.99,0.345,0.1656
2.04,0.3545,0.175
2.09,0.3648,0.1848
2.14,0.3754,0.1949
2.2,0.3867,0.2053
2.25,0.3985,0.216
2.3,0.4111,0.227
2.35,0.4242,0.2383
2.4,0.4384,0.25
2.46,0.4533,0.262
2.51,0.4694,0.2743
2.56,0.4858,0.2867
2.61,0.5027,0.2989
2.67,0.5199,0.3111
2.72,0.5372,0.323
2.77,0.5548,0.3348
2.82,0.5726,0.3465
2.87,0.5906,0.358
2.92,0.6086,0.3695
2.97,0.6269,0.3808
3.03,0.6452,0.392
3.08,0.6635,0.4032
3.13,0.6818,0.4145
3.19,0.7,0.4255
3.24,0.7183,0.4364
3.29,0.7366,0.4472
3.34,0.7549,0.458
3.39,0.7732,0.4686
3.44,0.7915,0.4792
3.5,0.8097,0.4896
3.55,0.8279,0.5
3.6,0.8461,0.5104
3.65,0.8643,0.5207
3.7,0.8823,0.5309
3.76,0.9004,0.5411
3.81,0.9185,0.5513
3.86,0.9366,0.5615
3.91,0.9548,0.5717
3.97,0.973,0.582
4.02,0.9912,0.592
4.07,1.0095,0.6021
4.12,1.0278,0.6121
4.17,1.046,0.622
4.22,1.0643,0.6319
4.28,1.0825,0.6418
4.33,1.1004,0.6522
4.38,1.1156,0.661
4.43,1.1177,0.6623
4.48,1.1199,0.6636
4.54,1.1221,0.6648
4.59,1.1242,0.6661
4.64,1.1264,0.6674
4.69,1.1285,0.6687
4.74,1.1307,0.67
4.79,1.1328,0.6713
4.85,1.135,0.6725
4.9,1.1372,0.6738
4.95,1.1393,0.6751
5.0,1.1415,0.6764
5.05,1.1437,0.6777
5.11,1.1458,0.679
5.16,1.148,0.6802
5.21,1.1502,0.6812
5.27,1.1526,0.6818
5.32,1.1549,0.6824
5.37,1.1572,0.683
5.42,1.1596,0.6836
5.47,1.1619,0.6842
5.53,1.1642,0.6848
5.58,1.1666,0.6854
5.63,1.1689,0.686
5.68,1.1713,0.6865
5.73,1.1736,0.6871
5.79,1.176,0.6878
5.84,1.1784,0.6884
5.89,1.1807,0.689
5.94,1.1831,0.6897
5.99,1.1855,0.6903
6.04,1.1879,0.6909
6.1,1.1902,0.6915
6.15,1.1926,0.6921
6.2,1.195,0.6927
6.25,1.1974,0.6933
6.3,1.1998,0.6939
6.36,1.2022,0.6945
6.41,1.2046,0.6951
6.46,1.207,0.6957
6.51,1.2094,0.6963
6.56,1.2118,0.6969
6.62,1.2142,0.6974
6.67,1.2166,0.698
6.72,1.219,0.6986
6.77,1.2214,0.6992
6.82,1.2238,0.6998
6.88,1.2262,0.7004
6.93,1.2287,0.7009
6.98,1.2311,0.7015
7.03,1.2335,0.7021
7.08,1.2359,0.7027
7.13,1.2384,0.7032
7.18,1.2408,0.7038
7.24,1.2432,0.7044
7.29,1.2456,0.7049
7.34,1.2481,0.7055
7.39,1.2505,0.7061
7.44,1.253,0.7066
7.49,1.2554,0.7072
7.55,1.2578,0.7078
7.6,1.2603,0.7083
7.65,1.2627,0.7089
7.71,1.2652,0.7095
7.76,1.2676,0.7101
7.81,1.2701,0.7106
7.86,1.2725,0.7112
7.92,1.275,0.7118
7.97,1.2775,0.7123
8.02,1.2799,0.7129
